Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Fruit_Flower,Dead,Outside_Plot,cf,Scientific_Name,Code,Life_Form,Nativity,Comments,Certified,Verified
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,20,FALSE,TRUE,FALSE,,,Axonopus fissifolius,AXOFIS,Grass,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,18,FALSE,TRUE,FALSE,,,Axonopus fissifolius,AXOFIS,Grass,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,TRUE,FALSE,,,Axonopus fissifolius,AXOFIS,Grass,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,34,FALSE,TRUE,FALSE,,,Axonopus fissifolius,AXOFIS,Grass,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,17,FALSE,TRUE,FALSE,,,Axonopus fissifolius,AXOFIS,Grass,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,31,FALSE,TRUE,FALSE,,,Axonopus fissifolius,AXOFIS,Grass,Non-Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,19,FALSE,FALSE,FALSE,,,Centotheca lappacea,CENLAP1,Graminoid,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,1,FALSE,TRUE,FALSE,,,Centotheca lappacea,CENLAP1,Graminoid,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,2,FALSE,FALSE,FALSE,,,Centotheca lappacea,CENLAP1,Graminoid,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,4,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,19,FALSE,TRUE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,6,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,21,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,28,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,20,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,46,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,2,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,29,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,18,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,8,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,7,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,27,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,24,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,47,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,7,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,25,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,1,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,36,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,8,FALSE,FALSE,FALSE,,,Dysoxylum samoense,DYSSAM,Tree,Native,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,12,FALSE,FALSE,FALSE,,,Vittaria incurvata,VITINC,,Native,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,FALSE,FALSE,,,Vittaria incurvata,VITINC,,Native,photos,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,3,FALSE,TRUE,FALSE,,,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,27,FALSE,FALSE,FALSE,,,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,21,FALSE,TRUE,FALSE,,,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,11,FALSE,FALSE,FALSE,,,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,24,FALSE,FALSE,FALSE,,,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,19,FALSE,TRUE,FALSE,,,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,12,FALSE,FALSE,FALSE,,TRUE,Coprosma menziesii,COPMEN,Shrub,Native,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,6,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,11,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,4,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,10,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,3,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,15,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,8,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,11,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,14,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Rotational,13,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,6,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,10,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,5,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,4,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Rotational,12,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,12,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,1,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,13,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,8,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,5,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,6,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,2,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,9,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,7,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Rotational,11,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,9,FALSE,FALSE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Rotational,15,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Rotational,14,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,7,FALSE,TRUE,FALSE,,,Fimbristylis cymosa ssp. umbellato-capitata,FIMCYM4,Sedge,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,FALSE,FALSE,,,Epilobium ciliatum,EPICIL,Herb,Non-Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,9,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,13,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,5,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,18,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,21,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,3,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,13,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,TRUE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,32,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,9,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,44,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,28,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,42,FALSE,FALSE,FALSE,,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,FALSE,FALSE,TRUE,,Acacia koa,ACAKOA2,Tree,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,27,FALSE,TRUE,FALSE,,,Youngia japonica,YOUJAP,Herb,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,6,FALSE,TRUE,FALSE,,,Youngia japonica,YOUJAP,Herb,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,23,FALSE,TRUE,FALSE,,,Youngia japonica,YOUJAP,Herb,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,6,FALSE,TRUE,FALSE,,,Youngia japonica,YOUJAP,Herb,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,FALSE,FALSE,,,Youngia japonica,YOUJAP,Herb,Non-Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,33,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,20,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,group,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,9,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,4,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,7,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,7,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,10,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,13,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,28,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,38,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,42,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,3,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,41,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,8,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,10,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,14,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,Alatum group,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,44,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,5,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,35,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,45,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,8,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,12,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,with wings,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,3,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,34,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,23,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,43,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,5,FALSE,FALSE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,FALSE,TRUE,FALSE,,,Elaphoglossum fauriei,ELAFAU,Fern,Native,(wing),TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,12,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,13,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,9,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,38,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,7,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,2,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,33,FALSE,FALSE,FALSE,,,Calophyllum neo-ebudicum,CALNEO,Tree,Native,,TRUE,TRUE
