Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Sample_Area,LF_Sm_Woody,DBH,Status,Length,Rooting,Count,Scientific_Name,Code,Life_Form,Nativity,Comments,Certified,Verified
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,11,FALSE,Transect 3,Shrub,,Dead,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,13,FALSE,Transect 3,Shrub,,Live,L1,,11,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,18,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,56,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,2,FALSE,Transect 3,Shrub,,Live,L1,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,4,FALSE,Transect 3,Shrub,,Live,L1,,11,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,10,FALSE,Transect 3,Shrub,,Live,L1,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,52,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,14,FALSE,Transect 3,Shrub,,Live,L2,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,1,FALSE,Transect 3,Shrub,,Live,L2,,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,14,FALSE,Transect 3,Shrub,,Live,L1,,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,5,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,9,FALSE,Transect 3,Shrub,,Live,L2,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,58,FALSE,Transect 3,Shrub,,Live,L1,,7,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,56,FALSE,Transect 3,Shrub,,Live,L1,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,43,FALSE,Transect 3,Shrub,,Live,L2,,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,9,FALSE,Transect 3,Shrub,,Live,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,2,FALSE,Transect 3,Shrub,,Live,L2,R1,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,9,FALSE,Transect 3,Shrub,,Live,L1,R1,20,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,3,FALSE,Transect 3,Shrub,,Live,L1,,43,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,20,FALSE,Transect 3,Shrub,,Live,L1,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,22,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,14,FALSE,Transect 3,Shrub,,Live,L1,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,4,FALSE,Transect 3,Shrub,,Live,L1,,10,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,45,FALSE,Transect 3,Shrub,,Live,L2,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,51,FALSE,Transect 3,Shrub,,Live,L1,,7,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,48,FALSE,Transect 3,Shrub,,Live,L1,,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,40,FALSE,Transect 3,Shrub,,Live,L1,,11,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,50,FALSE,Transect 3,Shrub,,Live,L1,,7,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,10,FALSE,Transect 3,Shrub,,Live,L1,,10,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,57,FALSE,Transect 3,Shrub,,Live,L1,,7,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,5,FALSE,Transect 3,Shrub,,Live,L1,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,9,FALSE,Transect 3,Shrub,,Live,L1,,58,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,27,FALSE,Transect 3,Shrub,,Live,L1,R1,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,29,FALSE,Transect 3,Shrub,,Live,L1,R1,9,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,46,FALSE,Transect 3,Shrub,,Live,L1,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,28,FALSE,Transect 3,Shrub,,Dead,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,22,FALSE,Transect 3,Shrub,,Live,L3,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,40,FALSE,Transect 3,Shrub,,Live,L2,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,41,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,13,FALSE,Transect 3,Shrub,,Live,L2,,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,53,FALSE,Transect 3,Shrub,,Live,L1,,9,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,11,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,8,FALSE,Transect 3,Shrub,,Live,L1,R1,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,11,FALSE,Transect 3,Shrub,,Live,L1,,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,9,FALSE,Transect 3,Shrub,,Live,L1,,10,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,39,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,20,FALSE,Transect 3,Shrub,,Live,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,3,FALSE,Transect 3,Shrub,,Live,L2,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,1,FALSE,Transect 3,Shrub,,Live,L1,,14,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,3,FALSE,Transect 3,Shrub,,Live,L1,,6,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,1,FALSE,Transect 3,Shrub,,Live,L1,R1,6,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,55,FALSE,Transect 3,Shrub,,Live,L1,,7,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,20,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,35,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,42,FALSE,Transect 3,Shrub,,Live,L1,,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,4,FALSE,Transect 3,Shrub,,Live,L1,R1,12,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,21,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,3,FALSE,Transect 3,Shrub,,Dead,L1,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,27,FALSE,Transect 3,Shrub,,Dead,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,4,FALSE,Transect 3,Shrub,,Live,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,58,FALSE,Transect 3,Shrub,,Live,L3,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,8,FALSE,Transect 3,Shrub,,Live,L3,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,28,FALSE,Transect 3,Shrub,,Live,L1,R1,12,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,8,FALSE,Transect 3,Shrub,,Live,L2,,6,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,2,FALSE,Transect 3,Shrub,,Live,L1,R1,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,33,FALSE,Transect 3,Shrub,,Live,L2,,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,3,FALSE,Transect 3,Shrub,,Live,L1,R1,14,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,18,FALSE,Transect 3,Shrub,,Live,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,28,FALSE,Transect 3,Shrub,,Dead,L1,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,1,FALSE,Transect 3,Shrub,,Live,L1,,17,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,45,FALSE,Transect 3,Shrub,,Live,L3,R1,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,12,FALSE,Transect 3,Shrub,,Live,L2,,14,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,12,FALSE,Transect 3,Shrub,,Dead,L2,,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,12,FALSE,Transect 3,Shrub,,Live,L1,,28,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,26,FALSE,Transect 3,Shrub,,Live,L1,R1,9,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,12,FALSE,Transect 3,Shrub,,Live,L2,,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,13,FALSE,Transect 3,Shrub,,Live,L2,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,33,FALSE,Transect 3,Shrub,,Live,L1,,12,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,16,FALSE,Transect 3,Shrub,,Live,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,14,FALSE,Transect 3,Shrub,,Live,L2,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,14,FALSE,Transect 3,Shrub,,Dead,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,46,FALSE,Transect 3,Shrub,,Live,L2,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,2,FALSE,Transect 3,Shrub,,Live,L1,,5,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,52,FALSE,Transect 3,Shrub,,Live,L1,,16,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,13,FALSE,Transect 3,Shrub,,Live,L1,R1,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,41,FALSE,Transect 3,Shrub,,Live,L1,,9,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,14,FALSE,Transect 3,Shrub,,Live,L2,,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,2,FALSE,Transect 3,Shrub,,Live,L1,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,2,FALSE,Transect 3,Shrub,,Live,L2,R1,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,12,FALSE,Transect 3,Shrub,,Live,L1,R1,23,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,12,FALSE,Transect 3,Shrub,,Live,L2,R1,7,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,12,FALSE,Transect 3,Shrub,,Dead,L2,R1,3,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,18,FALSE,Transect 3,Shrub,,Live,L1,R1,17,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,18,FALSE,Transect 3,Shrub,,Live,L2,R1,4,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,18,FALSE,Transect 3,Shrub,,Dead,L2,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,19,FALSE,Transect 3,Shrub,,Live,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,19,FALSE,Transect 3,Shrub,,Dead,L1,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,14,FALSE,Transect 3,Shrub,,Live,L1,,2,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,1,FALSE,Transect 3,Shrub,,Live,L3,R1,1,Coprosma ernodeoides,COPERN,Shrub,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,11,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Hedyotis terminalis X hillebrandii,HEDTER2,Shrub,Native,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,3,FALSE,Transect 3,Shrub,,Live,L2,R1,1,Piper guahamense,PIPGUA,Shrub,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,13,FALSE,Transect 3,Seedling,<1,Live,L1,R1,3,Elattostachys falcata,ELAFAL,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,13,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Elattostachys falcata,ELAFAL,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,44,FALSE,Quad 4,Small Tree,5<10,Live,,R1,15,Elattostachys falcata,ELAFAL,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,44,FALSE,Quad 4,Small Tree,1<5,Live,,R1,5,Elattostachys falcata,ELAFAL,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,8,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Elattostachys falcata,ELAFAL,Tree,Native,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,16,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Mangifera indica,MANIND,Tree,Non-Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,30,FALSE,Transect 3,Vine,,Live,L2,R1,1,Nephroia orbiculata,NEPORB,Vine,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,39,FALSE,Transect 3,Vine,,Live,L2,R1,1,Nephroia orbiculata,NEPORB,Vine,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,39,FALSE,Transect 3,Vine,,Live,L1,R1,3,Nephroia orbiculata,NEPORB,Vine,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Small Tree Fern,<10,Live,L1,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,Transect 3,Small Tree Fern,<10,Live,L0,R2,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,Transect 3,Small Tree Fern,<10,Live,L0,R3,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,7,FALSE,Transect 3,Small Tree Fern,<10,Live,L3,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Small Tree Fern,<10,Live,L1,R4,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,13,FALSE,Transect 3,Small Tree Fern,<10,Live,L0,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Transect 3,Small Tree Fern,<10,Live,L1,R4,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,Transect 3,Small Tree Fern,<10,Live,L2,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,Transect 3,Small Tree Fern,<10,Live,L0,R2,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,15,FALSE,Transect 3,Small Tree Fern,<10,Live,L2,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,7,FALSE,Transect 3,Small Tree Fern,<10,Live,L2,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Transect 3,Small Tree Fern,<10,Live,L0,R3,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,stem <0.5cm,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,15,FALSE,Transect 3,Small Tree Fern,<10,Live,L2,R4,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,13,FALSE,Transect 3,Small Tree Fern,<10,Live,L1,R2,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,Transect 3,Small Tree Fern,<10,Live,L3,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Transect 3,Small Tree Fern,<10,Live,L1,R1,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,7,FALSE,Transect 3,Small Tree Fern,<10,Live,L2,R3,1,Cibotium menziesii,CIBMEN,Tree Fern,Native,,TRUE,TRUE
