Event_ID,Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,QA_Plot,Plot_Number,Max_Veg_Ht,Site_Name,Images,Certified,Verified
20120423133430-676175892.353058,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,1,6,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423134503-80714643.0015564,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,2,5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423134715-677947700.023651,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,3,4.5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423135325-390471458.435059,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,4,4,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423135508-678913354.873657,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,5,5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423135732-272942364.215851,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,6,4,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423140006-114623308.181763,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,7,4.5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423140304-695281803.607941,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,8,7.5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423140937-161743700.504303,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,9,3,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120423141329-634571135.044098,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,FALSE,10,3,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120424142856-986093163.490295,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,FALSE,11,4.25,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120424150701-300970494.747162,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,FALSE,12,5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120425074847-56236863.1362915,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,FALSE,13,5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120425083014-243931353.092194,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,FALSE,14,2,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120425091153-862619340.419769,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,FALSE,15,2.5,Kaloko-Honokahau National Historical Park,TRUE,TRUE,TRUE
20120427133609-824602127.075195,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,2,1.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20120427140152-243845164.775848,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,7,9.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20120427145742-547668516.635895,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,12,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20120427151223-696100771.427155,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,FALSE,18,2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120427153840-509720027.446747,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,FALSE,19,5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20120522175551-862619340.419769,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,8,11.8,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20130723081110-15703916.5496826,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,20,,National Park of American Samoa,FALSE,TRUE,TRUE
20130724112217-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,46,,National Park of American Samoa,FALSE,TRUE,TRUE
20130725065114-55593490.6005859,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,16,,National Park of American Samoa,FALSE,TRUE,TRUE
20130729144137-401374340.057373,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,10,,National Park of American Samoa,FALSE,TRUE,TRUE
20130816072147-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,29,,National Park of American Samoa,FALSE,TRUE,TRUE
20130820072554-767111659.049988,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,1,,National Park of American Samoa,FALSE,TRUE,TRUE
20130820122234-364018678.665161,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,4,,National Park of American Samoa,FALSE,TRUE,TRUE
20130820134645-695115506.649017,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,5,,National Park of American Samoa,FALSE,TRUE,TRUE
20130903083102-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,18,,National Park of American Samoa,FALSE,TRUE,TRUE
20130903110814-373536169.528961,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,8,,National Park of American Samoa,FALSE,TRUE,TRUE
20130904062643-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,2,,National Park of American Samoa,FALSE,TRUE,TRUE
20130905080933-373536169.528961,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,6,,National Park of American Samoa,FALSE,TRUE,TRUE
20130905112437-65851032.7339172,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,21,,National Park of American Samoa,FALSE,TRUE,TRUE
20130905115736-373536169.528961,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,7,,National Park of American Samoa,FALSE,TRUE,TRUE
20130909102412-871445834.636688,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,22,,National Park of American Samoa,FALSE,TRUE,TRUE
20130909120254-373536169.528961,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,11,,National Park of American Samoa,FALSE,TRUE,TRUE
20130910075024-191922485.8284,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,27,,National Park of American Samoa,FALSE,TRUE,TRUE
20130911075941-492165625.095367,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,24,,National Park of American Samoa,FALSE,TRUE,TRUE
20130912105744-15703916.5496826,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,47,,National Park of American Samoa,FALSE,TRUE,TRUE
20130913131853-18758356.5711975,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,30,,National Park of American Samoa,FALSE,TRUE,TRUE
20130917142305-432759523.391724,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,28,,National Park of American Samoa,FALSE,TRUE,TRUE
20130925101555-364018678.665161,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,9,,National Park of American Samoa,FALSE,TRUE,TRUE
20130926073536-256628930.568695,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,13,,National Park of American Samoa,FALSE,TRUE,TRUE
20131204092037-986093163.490295,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,7,,National Park of American Samoa,FALSE,TRUE,TRUE
20131205084105-14017641.544342,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,3,,National Park of American Samoa,FALSE,TRUE,TRUE
20131206085930-301948010.921478,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,FALSE,17,,National Park of American Samoa,FALSE,TRUE,TRUE
20131209134623-56236863.1362915,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,2,,National Park of American Samoa,FALSE,TRUE,TRUE
20131210104600-694485306.739807,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,23,,National Park of American Samoa,FALSE,TRUE,TRUE
20131211101916-14017641.544342,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,FALSE,20,,National Park of American Samoa,FALSE,TRUE,TRUE
20131211133059-14017641.544342,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,8,,National Park of American Samoa,FALSE,TRUE,TRUE
20131213083822-364018678.665161,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,FALSE,16,,National Park of American Samoa,FALSE,TRUE,TRUE
20131216073717-373536169.528961,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,FALSE,19,,National Park of American Samoa,FALSE,TRUE,TRUE
20131219115101-206017196.178436,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,FALSE,14,,National Park of American Samoa,FALSE,TRUE,TRUE
20131231090756-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,19,,National Park of American Samoa,FALSE,TRUE,TRUE
20140102094902-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,17,,National Park of American Samoa,FALSE,TRUE,TRUE
20140106105321-373536169.528961,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,4,,National Park of American Samoa,FALSE,TRUE,TRUE
20140108075021-373536169.528961,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,FALSE,18,,National Park of American Samoa,FALSE,TRUE,TRUE
20140108113731-226866006.851196,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,6,,National Park of American Samoa,FALSE,TRUE,TRUE
20140108140926-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,26,,National Park of American Samoa,FALSE,TRUE,TRUE
20140109085523-263792932.033539,NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,FALSE,1,,National Park of American Samoa,FALSE,TRUE,TRUE
20140113131706-862619340.419769,NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,FALSE,25,,National Park of American Samoa,FALSE,TRUE,TRUE
20E907AE-0F29-40CF-A072-FAC817D0332E,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Rotational,FALSE,16,,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
20F931AF-EAFF-4674-83A3-6C9E8D4B8BFB,NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,FALSE,12,,National Park of American Samoa,FALSE,TRUE,TRUE
211E961F-8A66-4415-A452-440CD2739D7A,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,FALSE,34,12.7,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
21AB79BB-161E-4D3A-B06E-29700363FBD6,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,FALSE,27,24,Haleakala National Park,TRUE,TRUE,TRUE
21D29277-65BF-45A5-B6ED-6EE9483683EB,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2018,2,Rotational,FALSE,35,,Haleakala National Park,FALSE,TRUE,TRUE
228DBC00-71BE-428C-8783-B33D55A7992F,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,FALSE,3,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
22E34EA1-2756-464A-B485-C3E0C1D92A9A,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Rotational,FALSE,27,4,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
23ABFE8D-CDF4-40B0-B971-AD62BEB3695D,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,FALSE,7,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2404D3C4-0B5F-4636-A995-BE3FEB1501AB,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Rotational,FALSE,38,,Haleakala National Park,FALSE,TRUE,TRUE
242867BF-5C2B-45AF-A1C8-C8974524154D,KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,FALSE,7,0.5,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
244817E6-159E-45D9-9CEB-B77E10158790,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,FALSE,15,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
248A56C6-84B6-4EA0-81F6-8ED8EC5166A1,KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,FALSE,7,0.2,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
250B5C98-E582-49B9-AAE6-C26DC445F4E6,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,FALSE,12,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
252E3EFF-6CFD-4058-BBCC-474EA507F6D9,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Fixed,FALSE,11,1.3,Haleakala National Park,FALSE,TRUE,TRUE
25B9BBF5-2224-4B27-BC5E-B34583B65523,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,FALSE,40,16.7,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
266430DE-2214-43BA-9785-B0DFD0A612A5,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Fixed,FALSE,15,1,Haleakala National Park,TRUE,TRUE,TRUE
27A6EBAB-D6D7-401F-B456-EFC3BD8F8EEA,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,FALSE,12,10.4,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
27E85BEE-FE05-4703-8FC6-EFADFF0B0C8A,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,FALSE,57,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
27F8AC1B-38E8-4C88-984D-8124BF3FCD7D,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,FALSE,6,11.9,Haleakala National Park,FALSE,TRUE,TRUE
280C11E3-3D92-44F1-9535-6BBEA094243A,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,FALSE,55,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2810850E-6C1E-4E26-8EF9-95F946BA1F35,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,FALSE,56,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2823F3A1-2159-491A-A35D-A9E7A006901C,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,FALSE,40,10,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
285A0DC1-ABC7-4FE2-A541-BB07CB3E67B2,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,FALSE,4,16.6,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
28678EEA-9184-42BC-AFBB-B50D5A1FAA12,AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,FALSE,4,22.3,American Memorial Park,TRUE,TRUE,TRUE
28E1DF21-C243-4E5F-A191-02F459F7526F,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,FALSE,8,9.8,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
29395779-1034-40D7-B088-ECB4AF42E6DB,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,FALSE,9,22.5,Haleakala National Park,TRUE,TRUE,TRUE
294B4D6B-21B1-49C1-BF04-0C26A9A40619,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,FALSE,16,5.7,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
2A797CC8-7AB4-4F82-82F6-8F8B691B2943,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,FALSE,7,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2AE31A57-9A26-45D8-A650-F88F03F50A05,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,FALSE,2,15.3,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2B2A01D2-91A5-4E19-928D-7E0F37F57362,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,FALSE,49,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2B9B4552-7552-4FEB-80D6-3E09E71A8236,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,FALSE,17,,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
2B9DFB5B-3AFD-4C1D-B6CB-58FD5AEB6371,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,FALSE,44,28.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2C33A08E-BB75-42F4-B218-731726CA953C,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,9,5,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
2C35EB3E-7523-4B6B-9E7B-CD0DF8A1E475,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,FALSE,3,,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
2CA632B6-B565-4AF7-B02C-BEEEC2DD5A1E,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,FALSE,15,20,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2CDA88B0-D44F-4CCF-BBB9-C7829321915A,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,FALSE,52,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2CFD1875-DA13-4EA3-8529-54CAC3C52720,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,FALSE,9,,Haleakala National Park,FALSE,TRUE,TRUE
2D03623B-05A1-4CCE-A5FB-BFC79DBDB1C6,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,FALSE,13,10.8,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
2D2B11C7-D26C-49E5-98E7-9E0F61F3883F,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,FALSE,8,6.4,Haleakala National Park,FALSE,TRUE,TRUE
2D4EE546-4551-474E-B184-8863315ADA2E,WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,FALSE,2,,War in the Pacific National Historical Park,FALSE,TRUE,TRUE
2D9514CE-3AC9-413D-B97A-771DDCEC66DB,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,FALSE,17,9.3,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
2DEC7BC3-979D-4923-8332-65086BBAE21F,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,FALSE,46,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
2E297948-BC35-4D3D-99B3-77BEA0EB3506,WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,FALSE,1,,War in the Pacific National Historical Park,FALSE,TRUE,TRUE
2EC7F7AC-0201-41EC-91B7-DA92AE0A9B95,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,FALSE,11,,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
2ED07167-5925-4746-BDFD-9BAA8907A06A,NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,FALSE,14,,National Park of American Samoa,FALSE,TRUE,TRUE
2F446A8C-5AA7-4863-B6AC-332E48A018E8,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,FALSE,1,,Haleakala National Park,FALSE,TRUE,TRUE
2FFACB86-F21B-4BDE-A4D3-9852705386DC,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,FALSE,1,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3113C01A-E98E-481F-A3DA-6433FA9DB7F5,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,FALSE,4,4,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
3173A0A2-AB54-4674-8E0E-C46DE2A91F63,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,FALSE,13,19.1,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
31AB0CF9-633C-4D1F-A9B5-AF4E5A2B1B5A,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,FALSE,12,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3217FDD8-35C8-48EB-85F7-6EFB995B0E0B,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,FALSE,37,15.6,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
337AB769-C19C-4D25-A927-10CB101517BB,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,1,3,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
33D5A1E8-A2AD-4C69-BEFB-8A4C78E17162,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,FALSE,4,8,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
34015F53-D2BF-4AA7-A573-4C2E821CD594,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,FALSE,8,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
34B2B560-3666-46D5-91B5-F9A85481BE85,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,FALSE,7,,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
351A9C33-4214-4525-9F47-09D8788C883B,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,FALSE,15,12.5,Haleakala National Park,TRUE,TRUE,TRUE
3672F90B-8641-462C-A232-F20774BC3853,KALA,Coastal Strand,Kalawao,Kalawao,2017,2,Fixed,FALSE,6,0.1,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
36830B7B-CBCF-45E8-8741-99CE710A2C95,NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,FALSE,1,,National Park of American Samoa,FALSE,TRUE,TRUE
36978286-6FEB-4E8F-9D03-06FEFB642EE0,NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,FALSE,11,,National Park of American Samoa,FALSE,TRUE,TRUE
36C9CC05-B4FE-4972-B9C6-51483CF6369E,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,5,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3801CCB7-054F-477E-A671-76AE1188F394,AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,FALSE,5,,American Memorial Park,FALSE,TRUE,TRUE
380D4A3B-F08C-4141-B95E-21C3B3EE37F7,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,FALSE,59,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
38931ADF-B69E-42DF-AB6A-41904D38A57B,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Rotational,FALSE,21,1.5,Haleakala National Park,TRUE,TRUE,TRUE
394D202E-A9AB-4536-9A62-CA4F7F65C36C,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,FALSE,42,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
397AAF00-EEFC-47C5-ADF8-76D23F8E5AA1,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,FALSE,59,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
39FA1CDA-41E3-4769-B76A-D6D3891CA46F,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,FALSE,11,,Haleakala National Park,FALSE,TRUE,TRUE
3ADCB20E-B16E-4FCF-810E-E520B626F632,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,FALSE,9,4,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3B1F7D4B-C36D-4A75-B993-C51A24711A5C,NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,FALSE,13,,National Park of American Samoa,FALSE,TRUE,TRUE
3B536674-DAEE-4F8D-ACB3-7C2DC460012C,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,FALSE,51,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3B5FDC6B-A21B-4807-B24D-05E85B7DCA7C,WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,FALSE,7,14,War in the Pacific National Historical Park,FALSE,TRUE,TRUE
3B659D56-A155-4E3C-A6B4-834968050EBA,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,FALSE,10,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3BB4BDBC-6631-4DB5-82A4-267D54E80D6F,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,FALSE,10,7,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3C258D50-9B5C-4D88-A408-FF19B74D025F,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,FALSE,2,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3C3FE399-18E9-4F7B-AA6A-4FEE2BCEEA5D,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2013,1,Rotational,FALSE,23,1.5,Haleakala National Park,FALSE,TRUE,TRUE
3CDF4DF3-786F-4E42-8B40-C97C0A4D9727,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,FALSE,11,8.3,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3DE97E91-2833-402F-A7B4-6EE9D65483EA,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,FALSE,41,11.2,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3F68C558-A563-4AE0-B226-37153DA63A50,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,FALSE,26,4.1,Haleakala National Park,FALSE,TRUE,TRUE
3F9D54A7-B2DD-4925-88ED-CF878C92E7ED,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,FALSE,48,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
3FF108EB-EA1F-4A15-92AC-BE5995FFBFC6,KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,FALSE,13,0.1,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
4111CDD3-D5B6-46A8-B574-F656307EAC10,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,FALSE,10,7,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
418B6832-2975-4273-AB37-7605284839A7,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,FALSE,11,6.9,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
