Event_ID,Image_Point_ID,Unit_Code,Community,Sampling_Frame,Year,Cycle,Transect_Type,Transect_Number,Image_Point,Latitude,Latitude_Dir,Longitude,Longitude_Dir,GCS,GPS_Error
20111018134013-579518616.199493,20111018134715-45352756.9770813,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,13,100,19.507924,North,-155.40678,West,World Geodetic System 1984,2.2
20111018134013-579518616.199493,20111018135623-871445834.636688,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,13,200,19.508923,North,-155.4077,West,World Geodetic System 1984,2.2
20111018134013-579518616.199493,20111018140607-53504526.6151428,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,13,300,19.509164,North,-155.408608,West,World Geodetic System 1984,2.2
20111018134013-579518616.199493,20111018140904-263792932.033539,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,13,400,19.509414,North,-155.409507,West,World Geodetic System 1984,2.2
20111018134013-579518616.199493,20111018141144-910964310.16922,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,13,500,19.509655,North,-155.410397,West,World Geodetic System 1984,2.2
20111019082128-289562463.760376,20111019111024-533424019.813538,HAVO,Wet Forest,Kahuku,2011,1,Rotational,25,0,19.273405,North,-155.569946,West,World Geodetic System 1984,2.9
20111019082128-289562463.760376,20111019111549-760723590.85083,HAVO,Wet Forest,Kahuku,2011,1,Rotational,25,50,19.273607,North,-155.57032,West,World Geodetic System 1984,3.1
20111019082128-289562463.760376,20111019113924-790480017.662048,HAVO,Wet Forest,Kahuku,2011,1,Rotational,25,100,19.273883,North,-155.5706,West,World Geodetic System 1984,3.3
20111019082128-289562463.760376,20111019125043-364018678.665161,HAVO,Wet Forest,Kahuku,2011,1,Rotational,25,150,19.274067,North,-155.571012,West,World Geodetic System 1984,3.3
20111019082128-289562463.760376,20111019125300-298165440.559387,HAVO,Wet Forest,Kahuku,2011,1,Rotational,25,200,19.27435,North,-155.571453,West,World Geodetic System 1984,3.1
20111019082128-289562463.760376,20111019130318-824602127.075195,HAVO,Wet Forest,Kahuku,2011,1,Rotational,25,250,19.274605,North,-155.571876,West,World Geodetic System 1984,2.9
20111019134724-22629201.4122009,20111019141322-513737499.713898,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,4,0,19.27832,North,-155.607338,West,World Geodetic System 1984,2.8
20111019134724-22629201.4122009,20111019152259-533424019.813538,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,4,100,19.277861,North,-155.60656,West,World Geodetic System 1984,2.8
20111019134724-22629201.4122009,20111019152819-709037899.971008,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,4,200,19.277377,North,-155.605725,West,World Geodetic System 1984,2.8
20111019134724-22629201.4122009,20111019153112-56236863.1362915,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,4,300,19.276872,North,-155.605004,West,World Geodetic System 1984,2.8
20111019134724-22629201.4122009,20111019153951-647821187.973022,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,4,400,19.276332,North,-155.604254,West,World Geodetic System 1984,2.8
20111019134724-22629201.4122009,20111019154155-226866006.851196,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,4,500,19.275819,North,-155.603494,West,World Geodetic System 1984,2.8
20111020081841-948571085.929871,20111020085537-401374340.057373,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,7,0,19.312141,North,-155.560564,West,World Geodetic System 1984,2.6
20111020081841-948571085.929871,20111020091326-326206207.275391,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,7,100,19.311628,North,-155.559785,West,World Geodetic System 1984,2.3
20111020081841-948571085.929871,20111020092040-261368274.688721,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,7,200,19.311079,North,-155.559016,West,World Geodetic System 1984,2.8
20111020081841-948571085.929871,20111020092503-834817171.096802,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,7,300,19.310556,North,-155.558313,West,World Geodetic System 1984,2.8
20111020081841-948571085.929871,20111020093857-462980031.967163,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,7,400,19.309998,North,-155.557534,West,World Geodetic System 1984,2.6
20111020081841-948571085.929871,20111020094824-489894747.73407,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,7,500,19.309485,North,-155.556794,West,World Geodetic System 1984,2.5
20111116072230-579518616.199493,20111116072507-301948010.921478,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,12,0,19.238767,North,-155.657622,West,World Geodetic System 1984,2.8
20111116072230-579518616.199493,20111116083217-949556648.731232,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,12,100,19.238889,North,-155.656664,West,World Geodetic System 1984,2.9
20111116072230-579518616.199493,20111116085919-622696697.711945,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,12,300,19.239034,North,-155.654765,West,World Geodetic System 1984,2.8
20111116072230-579518616.199493,20111116122838-589163005.35202,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,12,200,19.238975,North,-155.655724,West,World Geodetic System 1984,2.8
20111116072230-579518616.199493,20111116123109-243931353.092194,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,12,400,19.239084,North,-155.653834,West,World Geodetic System 1984,2.8
20111116072230-579518616.199493,20111116123438-575183808.803558,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,12,500,19.239233,North,-155.652904,West,World Geodetic System 1984,2.8
20111116142901-579518616.199493,20121025130450-774740099.906921,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,1,0,19.23952,North,-155.761616,West,World Geodetic System 1984,2
20111116142901-579518616.199493,20121106115151-414032697.677612,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,1,100,19.239894,North,-155.760738,West,World Geodetic System 1984,2
20111116142901-579518616.199493,20121106115314-364018678.665161,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,1,200,19.240205,North,-155.759869,West,World Geodetic System 1984,2
20111116142901-579518616.199493,20121106115429-647821187.973022,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,1,300,19.240535,North,-155.75899,West,World Geodetic System 1984,2
20111116142901-579518616.199493,20121106115603-226866006.851196,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,1,400,19.240918,North,-155.758151,West,World Geodetic System 1984,2
20111116142901-579518616.199493,20121106115719-15703916.5496826,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Fixed,1,500,19.241259,North,-155.757073,West,World Geodetic System 1984,2
20111117063102-579518616.199493,20111117063303-279342055.32074,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,16,0,19.502627,North,-155.452862,West,World Geodetic System 1984,2.3
20111117063102-579518616.199493,20111117063829-226866006.851196,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,16,100,19.502095,North,-155.452112,West,World Geodetic System 1984,2.4
20111117063102-579518616.199493,20111117064138-999414563.179016,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,16,200,19.501582,North,-155.451351,West,World Geodetic System 1984,2.4
20111117063102-579518616.199493,20111117064510-798884391.784668,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,16,300,19.501021,North,-155.450705,West,World Geodetic System 1984,2.3
20111117063102-579518616.199493,20111117064704-401374340.057373,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,16,400,19.5005,North,-155.449859,West,World Geodetic System 1984,2.2
20111117063102-579518616.199493,20111117064826-412766814.231873,HAVO,Subalpine Shrubland,Mauna Loa,2011,1,Rotational,16,500,19.499968,North,-155.449137,West,World Geodetic System 1984,2.2
20111121132445-862619340.419769,20111130084658-832730174.064636,HAVO,Wet Forest,Kahuku,2011,1,Rotational,18,0,19.096606,North,-155.669752,West,World Geodetic System 1984,2.2
20111121132445-862619340.419769,20111130085029-128249883.651733,HAVO,Wet Forest,Kahuku,2011,1,Rotational,18,50,19.096608,North,-155.670246,West,World Geodetic System 1984,2.2
20111121132445-862619340.419769,20111130085151-81893563.2705688,HAVO,Wet Forest,Kahuku,2011,1,Rotational,18,100,19.096637,North,-155.670712,West,World Geodetic System 1984,2.1
20111121132445-862619340.419769,20111130085340-704395771.026611,HAVO,Wet Forest,Kahuku,2011,1,Rotational,18,150,19.096666,North,-155.671197,West,World Geodetic System 1984,2.5
20111121132445-862619340.419769,20111130085512-461874365.80658,HAVO,Wet Forest,Kahuku,2011,1,Rotational,18,200,19.096723,North,-155.671654,West,World Geodetic System 1984,2.3
20111121132445-862619340.419769,20111130085630-169873476.028442,HAVO,Wet Forest,Kahuku,2011,1,Rotational,18,250,19.096761,North,-155.672139,West,World Geodetic System 1984,2.9
20120208113540-705547511.577606,20120208114756-461874365.80658,HAVO,Wet Forest,Olaa,2010,1,Fixed,1,0,19.461303,North,-155.242253,West,World Geodetic System 1984,2
20120208113540-705547511.577606,20120208114850-207627296.447754,HAVO,Wet Forest,Olaa,2010,1,Fixed,1,1000,19.465479,North,-155.234721,West,World Geodetic System 1984,5
20120208113540-705547511.577606,20120208114902-95429062.8433228,HAVO,Wet Forest,Olaa,2010,1,Fixed,1,200,19.462018,North,-155.240711,West,World Geodetic System 1984,6
20120208113540-705547511.577606,20120208114913-169873476.028442,HAVO,Wet Forest,Olaa,2010,1,Fixed,1,400,19.462777,North,-155.239159,West,World Geodetic System 1984,6
20120208113540-705547511.577606,20120208114928-97929835.319519,HAVO,Wet Forest,Olaa,2010,1,Fixed,1,600,19.46361,North,-155.237581,West,World Geodetic System 1984,6
20120208113540-705547511.577606,20120208141939-533424019.813538,HAVO,Wet Forest,Olaa,2010,1,Fixed,1,800,19.46464,North,-155.2361,West,World Geodetic System 1984,5
20120302084109-705547511.577606,20120917124028-774740099.906921,HAVO,Wet Forest,Olaa,2010,1,Fixed,4,0,19.468773,North,-155.251726,West,World Geodetic System 1984,3
20120302084109-705547511.577606,20120917124535-56236863.1362915,HAVO,Wet Forest,Olaa,2010,1,Fixed,4,200,19.469427,North,-155.250011,West,World Geodetic System 1984,3
20120302084109-705547511.577606,20120917124631-364018678.665161,HAVO,Wet Forest,Olaa,2010,1,Fixed,4,400,19.470457,North,-155.248493,West,World Geodetic System 1984,3
20120302084109-705547511.577606,20120917124649-767111659.049988,HAVO,Wet Forest,Olaa,2010,1,Fixed,4,600,19.471181,North,-155.246912,West,World Geodetic System 1984,3.5
20120302084109-705547511.577606,20120917124722-592458248.138428,HAVO,Wet Forest,Olaa,2010,1,Fixed,4,800,19.47235,North,-155.245881,West,World Geodetic System 1984,3
20120302084109-705547511.577606,20120917124747-298165440.559387,HAVO,Wet Forest,Olaa,2010,1,Fixed,4,1000,19.473225,North,-155.244522,West,World Geodetic System 1984,3
20120813100226-705547511.577606,20120813100329-579518616.199493,KALA,Coastal Strand,Kalawao,2012,1,Rotational,1,0,21.18596,North,-156.94917,West,World Geodetic System 1984,4
20120813100226-705547511.577606,20120816143413-533424019.813538,KALA,Coastal Strand,Kalawao,2012,1,Rotational,1,50,21.185837,North,-156.94948,West,World Geodetic System 1984,4.8
20120813100226-705547511.577606,20120816143553-289562463.760376,KALA,Coastal Strand,Kalawao,2012,1,Rotational,1,100,21.185618,North,-156.950003,West,World Geodetic System 1984,4.8
20120813100226-705547511.577606,20120816143724-774740099.906921,KALA,Coastal Strand,Kalawao,2012,1,Rotational,1,150,21.185406,North,-156.950439,West,World Geodetic System 1984,5.8
20120816145527-579518616.199493,20120817075513-156302213.668823,KALA,Coastal Strand,Kalawao,2012,1,Rotational,2,0,21.187124,North,-156.949116,West,World Geodetic System 1984,5.9
20120816145527-579518616.199493,20120817075803-654499411.582947,KALA,Coastal Strand,Kalawao,2012,1,Rotational,2,50,21.18693,North,-156.949532,West,World Geodetic System 1984,5.6
20120816145527-579518616.199493,20120817075950-390471458.435059,KALA,Coastal Strand,Kalawao,2012,1,Rotational,2,100,21.186728,North,-156.949959,West,World Geodetic System 1984,6.5
20120816145527-579518616.199493,20120817080242-783995270.729065,KALA,Coastal Strand,Kalawao,2012,1,Rotational,2,150,21.186579,North,-156.950375,West,World Geodetic System 1984,4.3
20120817091217-431144356.7276,20120817091405-802587389.945984,KALA,Coastal Strand,Kalawao,2012,1,Rotational,3,0,21.188774,North,-156.949632,West,World Geodetic System 1984,5.4
20120817091217-431144356.7276,20120817091711-417599201.202393,KALA,Coastal Strand,Kalawao,2012,1,Rotational,3,50,21.188553,North,-156.950059,West,World Geodetic System 1984,4
20120817091217-431144356.7276,20120817091913-277168393.135071,KALA,Coastal Strand,Kalawao,2012,1,Rotational,3,100,21.188332,North,-156.950457,West,World Geodetic System 1984,4.5
20120817091217-431144356.7276,20120817092214-433457136.154175,KALA,Coastal Strand,Kalawao,2012,1,Rotational,3,150,21.18813,North,-156.950903,West,World Geodetic System 1984,4.2
20120817091217-431144356.7276,20120817092711-347832679.748535,KALA,Coastal Strand,Kalawao,2012,1,Rotational,3,200,21.1879,North,-156.951272,West,World Geodetic System 1984,5.4
20120817091217-431144356.7276,20120817092907-185402512.550354,KALA,Coastal Strand,Kalawao,2012,1,Rotational,3,Other,21.187705,North,-156.951573,West,World Geodetic System 1984,7.2
20120817110831-281381428.24173,20120817111007-984046041.965485,KALA,Coastal Strand,Kalawao,2012,1,Rotational,4,0,21.189778,North,-156.950475,West,World Geodetic System 1984,3.6
20120817110831-281381428.24173,20120817111113-580878436.565399,KALA,Coastal Strand,Kalawao,2012,1,Rotational,4,50,21.189548,North,-156.950873,West,World Geodetic System 1984,3.5
20120817110831-281381428.24173,20120817111150-268043816.08963,KALA,Coastal Strand,Kalawao,2012,1,Rotational,4,100,21.1893,North,-156.951272,West,World Geodetic System 1984,4.8
20120817110831-281381428.24173,20120817111256-793596684.932709,KALA,Coastal Strand,Kalawao,2012,1,Rotational,4,150,21.189052,North,-156.951679,West,World Geodetic System 1984,3.9
20120817110831-281381428.24173,20120817111337-93152582.6454163,KALA,Coastal Strand,Kalawao,2012,1,Rotational,4,200,21.188804,North,-156.952087,West,World Geodetic System 1984,4.4
20120817110831-281381428.24173,20120906134152-289562463.760376,KALA,Coastal Strand,Kalawao,2012,1,Rotational,4,250,21.188538,North,-156.952486,West,World Geodetic System 1984,4.5
20120817132255-579518616.199493,20120817134724-301948010.921478,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,0,21.191171,North,-156.950697,West,World Geodetic System 1984,4.3
20120817132255-579518616.199493,20120817135550-14017641.544342,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,50,21.190969,North,-156.951133,West,World Geodetic System 1984,4.2
20120817132255-579518616.199493,20120817135636-814490020.275116,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,100,21.190775,North,-156.951588,West,World Geodetic System 1984,5.1
20120817132255-579518616.199493,20120817140151-45352756.9770813,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,150,21.190582,North,-156.951995,West,World Geodetic System 1984,4.6
20120817132255-579518616.199493,20120817140526-862619340.419769,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,200,21.190379,North,-156.952432,West,World Geodetic System 1984,4.6
20120817132255-579518616.199493,20120817141016-373536169.528961,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,250,21.190177,North,-156.952839,West,World Geodetic System 1984,5.3
20120817132255-579518616.199493,20120817141054-871445834.636688,KALA,Coastal Strand,Kalawao,2012,1,Rotational,5,Other,21.190044,North,-156.95312,West,World Geodetic System 1984,5.5
20120820100438-406421303.749084,20120820100706-826225519.180298,KALA,Coastal Strand,Kalawao,2012,1,Rotational,6,0,21.192151,North,-156.951829,West,World Geodetic System 1984,4.5
20120820100438-406421303.749084,20120820100744-721895098.686218,KALA,Coastal Strand,Kalawao,2012,1,Rotational,6,50,21.191885,North,-156.952228,West,World Geodetic System 1984,4.8
20120820100438-406421303.749084,20120820100832-339806079.864502,KALA,Coastal Strand,Kalawao,2012,1,Rotational,6,100,21.19161,North,-156.952636,West,World Geodetic System 1984,4.4
20120820100438-406421303.749084,20120820100919-412967801.094055,KALA,Coastal Strand,Kalawao,2012,1,Rotational,6,150,21.191353,North,-156.953034,West,World Geodetic System 1984,4.4
20120820100438-406421303.749084,20120820101001-179089307.785034,KALA,Coastal Strand,Kalawao,2012,1,Rotational,6,200,21.191086,North,-156.953404,West,World Geodetic System 1984,5
20120820104259-410631656.646729,20120820104418-710554242.134094,KALA,Coastal Strand,Kalawao,2012,1,Rotational,7,0,21.193502,North,-156.952292,West,World Geodetic System 1984,4.3
20120820104259-410631656.646729,20120820105113-798773527.145386,KALA,Coastal Strand,Kalawao,2012,1,Rotational,7,50,21.193273,North,-156.952709,West,World Geodetic System 1984,4.9
20120820104259-410631656.646729,20120820105148-592991232.872009,KALA,Coastal Strand,Kalawao,2012,1,Rotational,7,100,21.193043,North,-156.953127,West,World Geodetic System 1984,4.7
20120820104259-410631656.646729,20120820105229-243147850.036621,KALA,Coastal Strand,Kalawao,2012,1,Rotational,7,150,21.192831,North,-156.953553,West,World Geodetic System 1984,5
20120820104259-410631656.646729,20120820105323-114332795.143127,KALA,Coastal Strand,Kalawao,2012,1,Rotational,7,200,21.19262,North,-156.95398,West,World Geodetic System 1984,4.9
20120820104259-410631656.646729,20120820105405-632975816.726685,KALA,Coastal Strand,Kalawao,2012,1,Rotational,7,250,21.19239,North,-156.954368,West,World Geodetic System 1984,5.3
20120820115622-721003949.642181,20120820123432-773646056.652069,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,0,21.194675,North,-156.952902,West,World Geodetic System 1984,4.5
20120820115622-721003949.642181,20120820123533-248069584.369659,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,50,21.194427,North,-156.953339,West,World Geodetic System 1984,4.9
20120820115622-721003949.642181,20120820123648-819883286.952972,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,100,21.194188,North,-156.953756,West,World Geodetic System 1984,4
20120820115622-721003949.642181,20120820123851-184224188.327789,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,150,21.194013,North,-156.954153,West,World Geodetic System 1984,4
20120820115622-721003949.642181,20120820123928-925450503.826141,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,200,21.193818,North,-156.954522,West,World Geodetic System 1984,3.3
20120820115622-721003949.642181,20120820124016-255911171.43631,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,250,21.193589,North,-156.954987,West,World Geodetic System 1984,4.9
20120820115622-721003949.642181,20120820124059-664871633.052826,KALA,Coastal Strand,Kalawao,2012,1,Rotational,8,Other,21.193396,North,-156.955423,West,World Geodetic System 1984,5
20120820141136-705547511.577606,20120820141304-579518616.199493,KALA,Coastal Strand,Kalawao,2012,1,Rotational,9,0,21.195643,North,-156.953813,West,World Geodetic System 1984,4
20120820141136-705547511.577606,20120820141624-301948010.921478,KALA,Coastal Strand,Kalawao,2012,1,Rotational,9,50,21.195431,North,-156.954153,West,World Geodetic System 1984,3.8
20120820141136-705547511.577606,20120820141725-14017641.544342,KALA,Coastal Strand,Kalawao,2012,1,Rotational,9,100,21.195229,North,-156.954657,West,World Geodetic System 1984,4.1
20120820141136-705547511.577606,20120820141803-814490020.275116,KALA,Coastal Strand,Kalawao,2012,1,Rotational,9,150,21.195026,North,-156.955083,West,World Geodetic System 1984,4
20120820141136-705547511.577606,20120820141839-45352756.9770813,KALA,Coastal Strand,Kalawao,2012,1,Rotational,9,200,21.194815,North,-156.95551,West,World Geodetic System 1984,4.4
20120820141136-705547511.577606,20120820141900-862619340.419769,KALA,Coastal Strand,Kalawao,2012,1,Rotational,9,250,21.194612,North,-156.955879,West,World Geodetic System 1984,4.1
20120820153523-326143980.026245,20120821074359-579518616.199493,KALA,Coastal Strand,Kalawao,2012,1,Rotational,10,0,21.196912,North,-156.954971,West,World Geodetic System 1984,4.8
20120820153523-326143980.026245,20120821074935-301948010.921478,KALA,Coastal Strand,Kalawao,2012,1,Rotational,10,50,21.196682,North,-156.955359,West,World Geodetic System 1984,5.1
20120820153523-326143980.026245,20120821075017-14017641.544342,KALA,Coastal Strand,Kalawao,2012,1,Rotational,10,100,21.196434,North,-156.955757,West,World Geodetic System 1984,4.9
20120820153523-326143980.026245,20120821075056-814490020.275116,KALA,Coastal Strand,Kalawao,2012,1,Rotational,10,150,21.196196,North,-156.956175,West,World Geodetic System 1984,4.8
20120820153523-326143980.026245,20120821075153-45352756.9770813,KALA,Coastal Strand,Kalawao,2012,1,Rotational,10,200,21.195921,North,-156.956583,West,World Geodetic System 1984,5
20120820153523-326143980.026245,20120821075229-373536169.528961,KALA,Coastal Strand,Kalawao,2012,1,Rotational,10,250,21.19569,North,-156.956971,West,World Geodetic System 1984,4.6
20120821084725-634571135.044098,20120821084850-431144356.7276,KALA,Coastal Strand,Kalawao,2012,1,Rotational,11,0,21.197787,North,-156.955613,West,World Geodetic System 1984,5.2
20120821084725-634571135.044098,20120821091343-802587389.945984,KALA,Coastal Strand,Kalawao,2012,1,Rotational,11,50,21.197594,North,-156.956069,West,World Geodetic System 1984,3.4
20120821084725-634571135.044098,20120821091429-417599201.202393,KALA,Coastal Strand,Kalawao,2012,1,Rotational,11,100,21.197373,North,-156.956466,West,World Geodetic System 1984,4.6
20120821084725-634571135.044098,20120821091511-277168393.135071,KALA,Coastal Strand,Kalawao,2012,1,Rotational,11,150,21.197161,North,-156.956883,West,World Geodetic System 1984,4.5
20120821084725-634571135.044098,20120821091550-433457136.154175,KALA,Coastal Strand,Kalawao,2012,1,Rotational,11,200,21.196959,North,-156.95731,West,World Geodetic System 1984,4.5
20120821084725-634571135.044098,20120821091644-121549963.951111,KALA,Coastal Strand,Kalawao,2012,1,Rotational,11,Other,21.196826,North,-156.957553,West,World Geodetic System 1984,4.1
20120821105453-499257028.102875,20120821105619-945072233.67691,KALA,Coastal Strand,Kalawao,2012,1,Rotational,12,0,21.199053,North,-156.956501,West,World Geodetic System 1984,5
20120821105453-499257028.102875,20120821105714-591442286.968231,KALA,Coastal Strand,Kalawao,2012,1,Rotational,12,50,21.19886,North,-156.956937,West,World Geodetic System 1984,5
20120821105453-499257028.102875,20120821105805-615071594.715118,KALA,Coastal Strand,Kalawao,2012,1,Rotational,12,100,21.198649,North,-156.957383,West,World Geodetic System 1984,4.7
20120821105453-499257028.102875,20120821105828-184424817.562103,KALA,Coastal Strand,Kalawao,2012,1,Rotational,12,150,21.198455,North,-156.9578,West,World Geodetic System 1984,5
20120821105453-499257028.102875,20120821105937-18808901.309967,KALA,Coastal Strand,Kalawao,2012,1,Rotational,12,200,21.19827,North,-156.958216,West,World Geodetic System 1984,5
20120821105453-499257028.102875,20120821110408-420111358.165741,KALA,Coastal Strand,Kalawao,2012,1,Rotational,12,Other,21.1982,North,-156.958391,West,World Geodetic System 1984,5.1
20120821115544-579518616.199493,20120821115705-301948010.921478,KALA,Coastal Strand,Kalawao,2012,1,Rotational,13,0,21.200156,North,-156.957285,West,World Geodetic System 1984,6.2
20120821115544-579518616.199493,20120821115810-14017641.544342,KALA,Coastal Strand,Kalawao,2012,1,Rotational,13,50,21.199944,North,-156.957693,West,World Geodetic System 1984,5.5
20120821115544-579518616.199493,20120821121307-814490020.275116,KALA,Coastal Strand,Kalawao,2012,1,Rotational,13,100,21.199741,North,-156.9581,West,World Geodetic System 1984,6.8
20120821115544-579518616.199493,20120821121339-45352756.9770813,KALA,Coastal Strand,Kalawao,2012,1,Rotational,13,150,21.19952,North,-156.958527,West,World Geodetic System 1984,6.9
20120821115544-579518616.199493,20120821121505-862619340.419769,KALA,Coastal Strand,Kalawao,2012,1,Rotational,13,200,21.1993,North,-156.958953,West,World Geodetic System 1984,6.2
20120821115544-579518616.199493,20120821121553-373536169.528961,KALA,Coastal Strand,Kalawao,2012,1,Rotational,13,Other,21.199255,North,-156.959022,West,World Geodetic System 1984,6.1
20120821133754-579518616.199493,20120821133905-301948010.921478,KALA,Coastal Strand,Kalawao,2012,1,Rotational,14,0,21.201454,North,-156.957845,West,World Geodetic System 1984,5.6
20120821133754-579518616.199493,20120821134001-814490020.275116,KALA,Coastal Strand,Kalawao,2012,1,Rotational,14,50,21.201242,North,-156.958282,West,World Geodetic System 1984,3.7
20120821133754-579518616.199493,20120821134038-45352756.9770813,KALA,Coastal Strand,Kalawao,2012,1,Rotational,14,100,21.20104,North,-156.958727,West,World Geodetic System 1984,4.5
20120821133754-579518616.199493,20120821134121-862619340.419769,KALA,Coastal Strand,Kalawao,2012,1,Rotational,14,150,21.200837,North,-156.959125,West,World Geodetic System 1984,4.8
20120821133754-579518616.199493,20120821134153-373536169.528961,KALA,Coastal Strand,Kalawao,2012,1,Rotational,14,200,21.200626,North,-156.95958,West,World Geodetic System 1984,4.4
20120821133754-579518616.199493,20120821134242-871445834.636688,KALA,Coastal Strand,Kalawao,2012,1,Rotational,14,Other,21.200573,North,-156.959658,West,World Geodetic System 1984,4.6
20120822072136-579518616.199493,20120822073230-774740099.906921,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,0,21.202615,North,-156.958263,West,World Geodetic System 1984,4.3
20120822072136-579518616.199493,20120822074434-760723590.85083,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,50,21.202403,North,-156.958699,West,World Geodetic System 1984,4.8
20120822072136-579518616.199493,20120822074520-709037899.971008,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,100,21.202192,North,-156.959126,West,World Geodetic System 1984,4.5
20120822072136-579518616.199493,20120822074600-414032697.677612,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,150,21.201962,North,-156.959553,West,World Geodetic System 1984,4.2
20120822072136-579518616.199493,20120822074644-790480017.662048,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,200,21.201202,North,-156.960892,West,World Geodetic System 1984,5
20120822072136-579518616.199493,20120822082335-961953163.146973,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,250,21.20152,North,-156.960368,West,World Geodetic System 1984,5.1
20120822072136-579518616.199493,20120822082444-56236863.1362915,KALA,Coastal Strand,Kalawao,2012,1,Rotational,15,Other,21.201441,North,-156.960532,West,World Geodetic System 1984,4.4
20120822102618-579518616.199493,20120822102732-301948010.921478,KALA,Coastal Strand,Kalawao,2012,1,Rotational,16,0,21.204519,North,-156.95814,West,World Geodetic System 1984,3.6
20120822102618-579518616.199493,20120822103053-862619340.419769,KALA,Coastal Strand,Kalawao,2012,1,Rotational,16,50,21.204298,North,-156.958567,West,World Geodetic System 1984,4.1
20120822102618-579518616.199493,20120822103341-373536169.528961,KALA,Coastal Strand,Kalawao,2012,1,Rotational,16,100,21.204096,North,-156.959022,West,World Geodetic System 1984,3.8
20120822102618-579518616.199493,20120822103429-871445834.636688,KALA,Coastal Strand,Kalawao,2012,1,Rotational,16,150,21.203875,North,-156.959401,West,World Geodetic System 1984,3.5
20120822102618-579518616.199493,20120822103455-949556648.731232,KALA,Coastal Strand,Kalawao,2012,1,Rotational,16,200,21.203673,North,-156.959847,West,World Geodetic System 1984,3.6
20120822102618-579518616.199493,20120822104126-524868428.707123,KALA,Coastal Strand,Kalawao,2012,1,Rotational,16,Other,21.203567,North,-156.960079,West,World Geodetic System 1984,4
20120822114054-406421303.749084,20120822120640-774740099.906921,KALA,Coastal Strand,Hoolehua,2012,1,Rotational,17,0,21.205713,North,-156.959019,West,World Geodetic System 1984,5.1
20120822114054-406421303.749084,20120822131635-923445165.157318,KALA,Coastal Strand,Hoolehua,2012,1,Rotational,17,50,21.205437,North,-156.959341,West,World Geodetic System 1984,6.8
20120822114054-406421303.749084,20120822131710-347726404.666901,KALA,Coastal Strand,Hoolehua,2012,1,Rotational,17,100,21.205116,North,-156.959683,West,World Geodetic System 1984,4.9
