Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Fruit_Flower,Dead,Outside_Plot,cf,Life_Form,Nativity,Scientific_Name,Code,Comments,Certified,Verified
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,31,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,13,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,5,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,41,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,7,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,12,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,38,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2013,1,Rotational,19,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,55,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,10,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,57,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,48,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,10,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,35,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,12,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,34,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,15,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,12,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,41,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,51,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,15,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,3,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,44,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,15,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,1,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,1,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,11,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,11,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,8,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2023,3,Fixed,14,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,49,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,4,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,54,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,39,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,10,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,43,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,4,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,13,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,58,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,33,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,12,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,12,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,58,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,42,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,34,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,10,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,11,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,4,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,37,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,22,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,1,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,45,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,11,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,34,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,41,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,27,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,23,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,13,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,1,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,43,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,33,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,13,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,40,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,16,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,42,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,12,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,26,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,8,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,3,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,44,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,7,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,6,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,18,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,9,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,7,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,14,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,5,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,31,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,3,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,2,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,17,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,10,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,28,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,35,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,39,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,11,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,38,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,2,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,12,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,29,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,10,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,25,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,5,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,6,FALSE,FALSE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,20,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,4,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,30,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,8,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,9,FALSE,TRUE,FALSE,,,Tree,Native,Vaccinium calycinum,VACCAL,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Rotational,40,FALSE,TRUE,FALSE,,,Shrub,Native,Osteomeles anthyllidifolia,OSTANT,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,11,FALSE,TRUE,FALSE,,,Shrub,Native,Osteomeles anthyllidifolia,OSTANT,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Fixed,14,FALSE,TRUE,FALSE,,,Shrub,Native,Osteomeles anthyllidifolia,OSTANT,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Rotational,44,FALSE,TRUE,FALSE,,,Shrub,Native,Osteomeles anthyllidifolia,OSTANT,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,14,FALSE,TRUE,FALSE,,,Shrub,Native,Osteomeles anthyllidifolia,OSTANT,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Fixed,11,FALSE,TRUE,FALSE,,,Shrub,Native,Osteomeles anthyllidifolia,OSTANT,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,10,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,16,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,5,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,21,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,1,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,7,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,17,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,3,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,4,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,28,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,47,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,24,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,7,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,11,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,22,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,23,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Fixed,9,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,2,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,19,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,17,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,18,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2013,1,Rotational,19,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Fixed,1,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,7,FALSE,FALSE,FALSE,,,Fern,Native,Davallia denticulata,DAVDEN,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,3,FALSE,TRUE,FALSE,,,Tree,Non-Native,Annona reticulata,ANNRET,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,20,FALSE,TRUE,FALSE,,,Tree,Non-Native,Annona reticulata,ANNRET,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,2,FALSE,FALSE,FALSE,,,Tree,Non-Native,Annona reticulata,ANNRET,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,8,FALSE,FALSE,FALSE,,,Tree,Non-Native,Annona reticulata,ANNRET,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,8,FALSE,FALSE,FALSE,,,Tree,Non-Native,Annona reticulata,ANNRET,,TRUE,TRUE
