Event_ID,Unit_Code,Entered_Date,Updated_Date,Verified,Verified_By,Verified_Date,Certified,Certified_By,Certified_Date,Transect_Notes,Event_Notes
20111116142901-579518616.199493,HAVO,2011-11-16T14:30:10Z,2012-11-29T16:06:04Z,TRUE,Daemerson Awong,2011-11-30T13:59:35Z,TRUE,Alison Ainsworth,2012-11-06T12:00:48Z,"2016: Final post is at 520m. We just ran and recorded an extra segment. All other posts are ok. Rebar only, no PVC. If flying, schedule pickup as early as possible, this area frequently gets socked in (clouds/fog) in afternoon. 2011: Surveyed by archeologists (cultural clearance survey conducted). No PVC used over steel rods. GPS make/model: Garmin 60CSX. UTM X 209670 Y 2129637.  Error: 2. Elevation 2047 m.",
20111117063102-579518616.199493,HAVO,2011-11-17T06:32:00Z,2012-11-29T16:06:46Z,TRUE,Melissa Simon,2011-11-22T14:57:16Z,TRUE,Alison Ainsworth,2012-11-09T08:17:54Z,,"No nonnative plant species encountered. Trimble points Start: (X 242561.18, Y 2158285.80  ERR 5.8, PDOP 2.68)  End: (X 242950.95, Y 2157982.00 ERR 1.3, PDOP 3.66)"
20111121132445-862619340.419769,HAVO,2011-11-21T13:25:14Z,2012-11-02T13:19:51Z,TRUE,Daemerson Awong,2011-11-30T10:52:36Z,TRUE,Alison Ainsworth,2012-11-02T13:11:14Z,"Elevation taken at 150m on transect. Trimble Start: x219089.44 y2113654.03, Error 63cm, PDOP 2.41  Trimble End: x218842.61 y2113675.87, Error 73cm, PDOP 2.71",
20120208113540-705547511.577606,HAVO,2012-02-08T11:35:51Z,2012-12-21T09:49:16Z,TRUE,Melissa Simon,2012-02-08T14:05:56Z,TRUE,Alison Ainsworth,2012-09-17T12:32:10Z,2010 origin X264614 Y2153406 +/-2m.,
20120302084109-705547511.577606,HAVO,2012-03-02T08:41:27Z,2012-09-17T13:19:52Z,TRUE,Alison Ainsworth,2012-09-17T13:19:52Z,TRUE,Alison Ainsworth,2012-09-17T13:19:41Z,The transect origin had been moved from RM14 in the thick hapuu/it was not consistently following the transect. We left RM14 at 820m and decided to follow a 60 degree azimuth. 2010 origin X263630 Y2154248+/-3m.,
20120813100226-705547511.577606,KALA,2012-08-13T10:03:02Z,2012-11-29T16:30:04Z,TRUE,Melissa Simon,2012-09-06T08:12:07Z,TRUE,Alison Ainsworth,2012-11-15T15:29:51Z,Transect start moved ~ 59 m at 258 degrees from proposed. Crossed road at 80m and ended transect at 150 m in dense Christmasberry (original length 200m).,Crosses road at 80m.
20120816145527-579518616.199493,KALA,2012-08-16T14:55:56Z,2012-11-15T15:42:59Z,TRUE,Melissa Simon,2012-09-06T09:04:02Z,TRUE,Alison Ainsworth,2012-11-15T15:42:54Z,Transect start moved ~ 28 m at 197 degrees from proposed. Crossed road at 110m and ended transect at 150 m in dense Christmasberry (original length 220m).,Crosses road at 110m
20120817091217-431144356.7276,KALA,2012-08-17T09:13:07Z,2012-11-15T16:44:32Z,TRUE,Melissa Simon,2012-09-24T14:04:21Z,TRUE,Alison Ainsworth,2012-11-15T16:44:25Z,Transect start moved ~ 30 m at 264 degrees from proposed. Crossed road at 100 m and ended transect at 240 m in dense Christmasberry (original length 250m).,Crosses road at 100 m
20120817110831-281381428.24173,KALA,2012-08-17T11:09:00Z,2012-11-15T16:51:11Z,TRUE,Melissa Simon,2012-09-06T14:07:19Z,TRUE,Alison Ainsworth,2012-11-15T16:51:02Z,Transect start moved ~ 9 m at 252 degrees from proposed. Crossed road at 80 m and ended transect at 250 m in dense Christmasberry (original length 200m). Trimble would not boot up. Used Garmin only. Lots of fresh and old deer scat.,Crosses road at 80 m.
20120817132255-579518616.199493,KALA,2012-08-17T13:23:38Z,2012-11-16T09:34:33Z,TRUE,Melissa Simon,2012-09-06T15:00:04Z,TRUE,Alison Ainsworth,2012-11-16T09:34:30Z,Used original start on small peninsula. Transect length 280 m (original length 250m). Transect crosses road at 160m.,Crosses road at 160m
20120820100438-406421303.749084,KALA,2012-08-20T10:05:07Z,2012-11-16T09:42:53Z,TRUE,Melissa Simon,2012-09-07T08:41:01Z,TRUE,Alison Ainsworth,2012-11-16T09:42:51Z,Used original start. Transect length 200m (original length 190m).Transect crosses road at 102m.,Crosses road at 102m
20120820104259-410631656.646729,KALA,2012-08-20T10:43:38Z,2012-11-16T09:53:19Z,TRUE,Melissa Simon,2012-09-07T11:14:34Z,TRUE,Alison Ainsworth,2012-11-16T09:53:16Z,Transect start moved ~ 14 m at 264 degrees from proposed. Crossed road at 75 m and ended transect at 250 m (original length 240m).,Crosses road at 75m
20120820115622-721003949.642181,KALA,2012-08-20T11:57:00Z,2012-11-16T10:15:09Z,TRUE,Melissa Simon,2012-09-07T13:42:14Z,TRUE,Alison Ainsworth,2012-11-16T10:14:59Z,Transect start moved ~ 40 m at 240 degrees from proposed. Crossed road at 110 m and ended transect at 300 m (original length 290m).,Crosses road at 110m.
20120820141136-705547511.577606,KALA,2012-08-20T14:12:39Z,2012-11-16T10:26:19Z,TRUE,Melissa Simon,2012-09-07T15:41:40Z,TRUE,Alison Ainsworth,2012-11-16T10:26:08Z,Transect start moved ~40 m at 225 degrees from proposed. Crossed road at  75 m and ended transect at 250 m (original length 270m).,Crosses road at 75m.
20120820153523-326143980.026245,KALA,2012-08-20T15:35:55Z,2012-11-16T10:38:53Z,TRUE,Melissa Simon,2012-09-07T17:06:31Z,TRUE,Alison Ainsworth,2012-11-16T10:38:40Z,Transect start moved ~50 m at 265 degrees from proposed. Crossed road at  10 m and ended transect at 250 m (original length 260m).,Crosses road 11m. A second unknown Euphorbia spp. was encountered in segment 210-220 in addition to the unknown seen more frequently.
20120821084725-634571135.044098,KALA,2012-08-21T08:48:04Z,2012-11-27T14:54:28Z,TRUE,Melissa Simon,2012-09-10T08:32:38Z,TRUE,Alison Ainsworth,2012-11-16T12:26:36Z,Transect start moved ~20 m at 204 degrees from proposed. Crossed road at  53 m and ended transect at 230 m (original length).,Crosses road at 52m.
20120821105453-499257028.102875,KALA,2012-08-21T10:55:31Z,2012-11-29T16:13:23Z,TRUE,Melissa Simon,2012-09-10T09:11:53Z,TRUE,Alison Ainsworth,2012-11-16T14:32:00Z,Transect start moved ~8 m at 265 degrees from proposed. Crossed road at   85 m and ended transect at 220 m (original length).,Crosses road at 85m.
20120821115544-579518616.199493,KALA,2012-08-21T11:56:27Z,2012-11-16T15:45:14Z,TRUE,Melissa Simon,2012-09-10T10:46:54Z,TRUE,Alison Ainsworth,2012-11-16T15:44:12Z,Transect start moved ~20 m at 240 degrees from proposed. Crossed road at   93 m and ended transect at 210 m in lantana shrubs (original length 230m).,Crosses road at 95m.
20120821133754-579518616.199493,KALA,2012-08-21T13:38:32Z,2013-12-26T11:06:57Z,TRUE,Melissa Simon,2012-09-10T12:15:14Z,TRUE,Alison Ainsworth,2012-11-16T16:00:01Z,Transect start moved ~21 m at 253 degrees from proposed. Crossed road at   102 m and ended transect at 210 m because of rock structures (original length 230m).,Crosses road at 102m.
20120822072136-579518616.199493,KALA,2012-08-22T07:22:20Z,2012-11-16T16:07:06Z,TRUE,Melissa Simon,2012-09-24T14:11:27Z,TRUE,Alison Ainsworth,2012-11-16T16:07:03Z,Transect start moved ~32 m at 220 degrees from proposed. Crossed road at 145 m and ended transect at 270 m (original length).,Crossed road at 145m.
20120822102618-579518616.199493,KALA,2012-08-22T10:27:05Z,2012-11-19T06:07:34Z,TRUE,Melissa Simon,2012-09-10T14:15:38Z,TRUE,Alison Ainsworth,2012-11-19T06:07:30Z,Transect start moved ~16 m at 338 degrees from proposed. Crossed road at 118 m and ended transect at 230 m (original length).,Crosses road at 118m.
20120822114054-406421303.749084,KALA,2012-08-22T11:44:03Z,2013-01-16T17:09:46Z,TRUE,Melissa Simon,2012-09-10T15:05:31Z,TRUE,Alison Ainsworth,2012-11-19T06:21:57Z,Transect start moved ~20 m at 200 degrees from proposed. Crossed road at 160 m and ended transect at 260 m (original length).,Crosses road at 160m.
20120822135820-48118889.3318176,KALA,2012-08-22T13:59:17Z,2012-11-19T06:57:55Z,TRUE,Melissa Simon,2012-09-10T16:16:52Z,TRUE,Alison Ainsworth,2012-11-19T06:57:47Z,Transect used original start. Crossed road at 5 m and ended transect at 140 m (original length).Transect runs over rock puu.,Crosses road at 5m.
20120823080246-579518616.199493,KALA,2012-08-23T08:03:21Z,2013-07-03T12:26:53Z,TRUE,Melissa Simon,2012-09-10T15:39:15Z,TRUE,Alison Ainsworth,2012-11-19T06:47:56Z,Transect start moved ~33 m at 189 degrees from proposed. Crossed road at 136 m and ended transect at 270 m (original length).,Crosses road at 136m.
20120823113119-579518616.199493,KALA,2012-08-23T11:32:08Z,2012-11-19T07:06:36Z,TRUE,Melissa Simon,2012-09-10T16:59:01Z,TRUE,Alison Ainsworth,2012-11-19T07:06:35Z,Transect start moved ~8 m at 232 degrees from proposed. Crossed road at 68 m and ended transect at 170 m (original length).,Crosses road at 68m.
20120823133528-579518616.199493,KALA,2012-08-23T13:35:54Z,2012-11-19T07:14:57Z,TRUE,Melissa Simon,2012-09-19T10:55:09Z,TRUE,Alison Ainsworth,2012-11-19T07:14:56Z,Transect start moved ~54 m at 217 degrees from proposed. Crossed road at 105 m and ended transect at 230 m (original length).,Crosses road at 105m.
20120823143815-138732314.109802,KALA,2012-08-23T14:39:03Z,2012-11-19T07:25:43Z,TRUE,Melissa Simon,2012-09-19T11:44:05Z,TRUE,Alison Ainsworth,2012-11-19T07:25:42Z,Transect start moved ~20 m at 224 degrees from proposed. Crossed first road at 96 m and crosses two more roads in next 20m. Ended transect at 210 m (original length).,Crosses road at 96m.
20120824073928-536794066.429138,KALA,2012-08-24T07:39:48Z,2012-11-19T07:44:09Z,TRUE,Melissa Simon,2012-09-19T11:55:44Z,TRUE,Alison Ainsworth,2012-11-19T07:43:28Z,Transect start moved ~43 m from proposed. Crossed road at 114 m and ended transect at 230 m (original length).,Crosses road at 114m.
20120824083956-121549963.951111,KALA,2012-08-24T08:40:34Z,2012-11-19T07:52:01Z,TRUE,Melissa Simon,2012-09-19T12:08:55Z,TRUE,Alison Ainsworth,2012-11-19T07:51:53Z,Transect start moved ~35 m at 215 degrees from proposed. Crossed road at 105 m and ended transect at 230 m (original length).,Crosses road at 105m.
20120827144928-928785979.747772,KALA,2012-08-27T14:50:02Z,2012-11-19T08:08:05Z,TRUE,Melissa Simon,2012-09-19T12:20:45Z,TRUE,Alison Ainsworth,2012-11-19T08:07:47Z,"Transect start moved ~16 m at 150 degrees from proposed. Crossed road at 175 m and ended transect at 200 m (original length). Transect started with large boulders and sand transitioned into rocky area with soil, then sand.",Crosses road at 175m.
20121119132202-579518616.199493,HALE,2012-11-19T13:23:16Z,2015-03-03T09:21:39Z,TRUE,Elizabeth Urbanski,2013-04-24T08:48:45Z,TRUE,Alison Ainsworth,2015-03-03T09:21:38Z,Transect read backwards. Front page was not filled out in the field. Times were not recorded,
20121119134003-712730467.319489,HALE,2012-11-19T13:41:23Z,2015-03-03T09:33:25Z,TRUE,Elizabeth Urbanski,2013-04-23T15:41:55Z,TRUE,Alison Ainsworth,2015-03-03T09:33:22Z,Transect read backwards. Front Page not filled out in the field. Transect starts ~30m SW of proposed.,
20121119141709-721895098.686218,HALE,2012-11-19T14:17:42Z,2015-03-03T09:06:56Z,TRUE,Elizabeth Urbanski,2013-04-24T09:38:18Z,TRUE,Alison Ainsworth,2015-03-03T09:06:51Z,"Transect ends at 400 meters, due to intersection with fenceline (no data recorded past that point. Front page not filled out in the field",Transect ended at 420m (at fence)
20121119144216-802587389.945984,HALE,2012-11-19T14:42:45Z,2015-03-04T15:27:21Z,TRUE,Elizabeth Urbanski,2013-04-24T16:50:20Z,TRUE,Alison Ainsworth,2015-03-02T14:56:40Z,front page not filled out in the field. Error not recorded for start point.,
20121120074126-186013519.763947,HALE,2012-11-20T07:56:04Z,2015-03-03T08:35:57Z,TRUE,Elizabeth Urbanski,2013-04-24T09:57:07Z,TRUE,Alison Ainsworth,2015-03-03T08:35:41Z,front page was not filled out in the field,
20121120084504-673646688.461304,HALE,2012-11-20T08:45:25Z,2015-03-03T09:17:48Z,TRUE,Elizabeth Urbanski,2013-04-24T09:16:00Z,TRUE,Alison Ainsworth,2015-03-03T09:17:47Z,Transect read backwards. Front page not recorded in field. No error recorded for several trimble points.,
20121120092747-446993231.773376,HALE,2012-11-20T09:28:08Z,2015-03-03T08:58:38Z,TRUE,Michelle Osgood,2014-08-11T00:00:00Z,TRUE,Alison Ainsworth,2015-03-03T08:58:29Z,Front page not filled out in the field. No error recorded from trimble for start point. Transect moved ~45m NW of proposed start.,
20121120095427-904373705.387115,HALE,2012-11-20T09:54:27Z,2015-03-03T07:37:13Z,TRUE,Elizabeth Urbanski,2013-04-24T16:13:09Z,TRUE,Alison Ainsworth,2015-03-03T07:37:01Z,Front page was not filled out in the field,
20121120102812-664871633.052826,HALE,2012-11-20T10:28:31Z,2015-03-03T09:27:13Z,TRUE,Elizabeth Urbanski,2013-04-24T08:33:53Z,TRUE,Alison Ainsworth,2015-03-03T09:27:10Z,Transect read backwards. Front page not filled out in the field. Transect starts ~32m N of proposed.,
20121120104150-375399231.910706,HALE,2012-11-20T10:42:05Z,2015-03-03T08:23:08Z,TRUE,Michelle Osgood,2014-08-11T00:00:00Z,TRUE,Alison Ainsworth,2015-03-03T08:23:03Z,front page not filled out in the field,
20121120110134-431542336.940765,HALE,2012-11-20T11:01:49Z,2015-03-05T08:38:35Z,TRUE,Elizabeth Urbanski,2013-04-24T11:46:28Z,TRUE,Alison Ainsworth,2015-03-02T16:03:46Z,Front page not filled out in the field.,
20121120123314-898666501.045227,HALE,2012-11-20T12:33:30Z,2015-03-02T15:35:01Z,TRUE,Elizabeth Urbanski,2013-04-24T15:41:32Z,TRUE,Alison Ainsworth,2015-03-02T15:34:41Z,"Front page not filled out in field. Note, not sure if coordinates were corrected since they are trimbles.",
20121120125217-805818855.762482,HALE,2012-11-20T12:52:36Z,2015-03-03T08:14:47Z,TRUE,Elizabeth Urbanski,2013-04-24T10:50:16Z,TRUE,Alison Ainsworth,2015-03-03T08:14:26Z,front page not filled out in the field. Transect moved ~44m N.,
20121120130018-824579894.542694,HALE,2012-11-20T13:00:35Z,2015-03-03T07:37:22Z,TRUE,Elizabeth Urbanski,2013-04-24T14:59:31Z,TRUE,Alison Ainsworth,2015-03-02T15:57:26Z,front page not filled out in the field.,no hard tags
20121120132202-490728914.737701,HALE,2012-11-20T13:22:16Z,2015-03-02T15:41:56Z,TRUE,Elizabeth Urbanski,2013-04-24T15:17:21Z,TRUE,Alison Ainsworth,2015-03-02T15:41:52Z,Front page not filled out in the field. Soft tags only on the posts.,soft tags only
20121120133734-774543046.951294,HALE,2012-11-20T13:37:34Z,2015-03-03T07:59:28Z,TRUE,Elizabeth Urbanski,2013-04-24T11:25:32Z,TRUE,Alison Ainsworth,2015-03-03T07:59:24Z,Transect moved ~85m to the SWt to avoid Oili Pu'u. Front page not filled out in the field.,"transect moved to remove Oili Puu from sampling, moved 50m west."
20130306114657-579518616.199493,HALE,2013-03-06T11:47:51Z,2015-03-05T08:59:34Z,TRUE,Elizabeth Urbanski,2013-04-23T15:12:45Z,TRUE,Alison Ainsworth,2015-03-03T09:38:08Z,Transect ends at 480 meters due to steep gulch.,Transect ends at 480m
20130307084858-579518616.199493,HALE,2013-03-07T08:49:25Z,2015-03-03T08:07:50Z,TRUE,Elizabeth Urbanski,2013-04-24T08:11:45Z,TRUE,Alison Ainsworth,2015-03-03T08:07:22Z,Moved transect ~330m E to avoid Pu'u  O Maui (cultural significance).,
20130307105456-106369674.20578,HALE,2013-03-07T10:55:18Z,2015-03-05T09:07:06Z,TRUE,Elizabeth Urbanski,2013-06-05T08:59:44Z,TRUE,Alison Ainsworth,2015-03-03T10:32:34Z,"Transect azimuth from protocol, legacy transect 17. Transect starts ~ 87m N-NW of proposed and bends at 200m, 600m, and 800m.",
20130307133035-300970494.747162,HALE,2013-03-07T13:31:10Z,2015-03-03T12:14:39Z,TRUE,Elizabeth Urbanski,2013-06-06T15:19:25Z,TRUE,Alison Ainsworth,2015-03-03T12:14:25Z,Changed transect # from newly created 24R (not in protocol) to 19R since the proposed 19 was not sampled.,Changed from 24R to 19R since proposed 19 was not completed.
20130307150336-243931353.092194,HALE,2013-03-07T15:07:56Z,2015-03-03T11:39:21Z,TRUE,Michelle Osgood,2014-08-12T12:45:33Z,TRUE,Alison Ainsworth,2015-03-03T11:38:29Z,,
20130307155838-757729291.915894,HALE,2013-03-07T16:02:57Z,2015-03-03T11:11:45Z,TRUE,Elizabeth Urbanski,2013-06-05T15:10:23Z,TRUE,Alison Ainsworth,2015-03-03T11:11:43Z,"No tags placed on PVC.  PVC posts are labelled. Transect azimuth from protocol but transect bends significantly following management trail or, lecacy transect #10. Start is ~42m S of proposed.",
20130307170551-533022344.112396,HALE,2013-03-07T17:05:51Z,2015-03-03T11:52:33Z,TRUE,Michelle Osgood,2014-08-12T12:39:04Z,TRUE,Alison Ainsworth,2015-03-03T11:52:29Z,"Transect starts ~50m S of proposed. Ended transect at 560m due to heavy amount of PSICAT, CLIHIR, and TIBHIR.Camp is Mauka and we don't want to track these weeds back up trail. Transect azimuth from protocol. Elevation from GIS layer start point.","Ended at 560 m, increasing amount of weeds further down trail.  Not worth measuring and tracking back up to camp."
20130311103524-620209574.699402,HALE,2013-03-11T10:48:23Z,2021-03-05T15:07:22Z,TRUE,Elizabeth Urbanski,2013-06-05T09:51:54Z,TRUE,Alison Ainsworth,2015-03-03T10:49:50Z,"Transect azimuth from protocol, along legacy transect #16. Transect starts ~287m SE of proposed start. Transect bends, used photo coordinates to navigate.",Hike 8:30-11:30 ; 11:30-15:00 read plot
20130311114430-965364456.176758,HALE,2013-03-11T11:51:07Z,2015-03-03T11:43:25Z,TRUE,Michelle Osgood,2014-08-12T12:45:11Z,TRUE,Alison Ainsworth,2015-03-03T11:42:48Z,Transect starts ~47m N of proposed. Transect terminated at 720m due to large gulch.,transect terminated at 720m due to large gulch
20130311140216-984253227.710724,HALE,2013-03-11T14:03:23Z,2015-03-03T11:05:50Z,TRUE,Elizabeth Urbanski,2013-06-05T12:07:05Z,TRUE,Alison Ainsworth,2015-03-03T11:05:47Z,TR7 us the same as proposed TR11 - with start ~80m N of proposed TR11 start.  On original visit on 10/18/12 transect was read off track from 720m-1000m.  This section was reread on 1/30/13. Transect azimuth from protocol for TR11.,Original transect mis-read on 10/18/2012 from 720m to 1000m. This section was reread on 1/30/2013 to fix the data. Pictures for this plot are all stored in the 2012 folder.
20130311154538-184424817.562103,HALE,2013-03-11T15:48:43Z,2015-03-03T10:27:52Z,TRUE,Michelle Osgood,2014-08-11T00:00:00Z,TRUE,Alison Ainsworth,2015-03-03T10:27:49Z,"Transect azimuth from protocol, along legacy transect. Transect starts ~300m SE of proposed and transect bends.",
20130311164454-868004083.633423,HALE,2013-03-11T16:45:08Z,2015-03-03T12:23:12Z,TRUE,Michelle Osgood,2014-08-12T12:56:23Z,TRUE,Alison Ainsworth,2015-03-03T12:23:03Z,Changed transect from newly created 25R (Not in prococol) to 20R since proposed 20 in protocol was not sampled. Transect bends and ends at 600m due to a waterfall.,Changed transect 25R to 20R.
20130320103159-579518616.199493,HALE,2013-03-20T10:35:02Z,2015-03-03T11:22:59Z,TRUE,Elizabeth Urbanski,2014-08-12T00:00:00Z,TRUE,Alison Ainsworth,2015-03-03T11:22:54Z,Transect start ~126m NW of propsed point. Stopped reading at 560m due to safety (live wire - pig in a snare!!).,transect stops at 560m
20130320115303-347726404.666901,HALE,2013-03-20T11:58:26Z,2015-03-03T10:56:09Z,TRUE,Elizabeth Urbanski,2013-06-05T10:58:53Z,TRUE,Alison Ainsworth,2015-03-03T10:56:07Z,"Ended @ 600m due to time, transect is difficult to navigate due to abundance of weeds.  Elevation start is an estimate, was not recorded in the field. Transect azimuth from protocol. Transect starts ~85m W-NW of proposed.",transect ends at 600m
20130418144200-579518616.199493,HALE,2013-04-18T14:42:45Z,2015-03-03T08:29:37Z,TRUE,Elizabeth Urbanski,2013-04-24T17:06:37Z,TRUE,Alison Ainsworth,2015-03-03T08:29:16Z,Moved the start of the transect 15 meters to the East to avoid hazards of climbing into the gulch,Start of transect moved 15m to the East to avoid hazards of climbing into gulch
20130422085318-949556648.731232,HALE,2013-04-22T08:55:11Z,2015-03-03T11:30:01Z,TRUE,Elizabeth Urbanski,2013-06-06T09:52:41Z,TRUE,Alison Ainsworth,2015-03-03T11:29:44Z,Transect starts ~60m W of proposed. Transect ends at 600m due to safety/lack of time.,transect ends at 600m
20130502135541-705547511.577606,HALE,2013-05-02T13:56:43Z,2015-03-05T08:26:08Z,TRUE,Colin Meston,2013-05-02T15:40:35Z,TRUE,Alison Ainsworth,2015-03-05T08:26:05Z,Plot in transitional zone between Sadleria shrubland and Ohia woodland. Transect runs through perminant pond (wainene). Elevation was estimated as 6600ft - converted to m. Transect start ~33m NE of proposed start point.,
20140716132836-774740099.906921,AMME,2014-07-16T13:28:37Z,2015-08-18T10:20:33Z,TRUE,Elizabeth Urbanski,2015-03-12T13:49:05Z,TRUE,Alison Ainsworth,2015-08-18T10:20:30Z,Transect end at 100m. The original end would have been in the road. No Juno points were taken.,Transect end at 100m
20140716145134-506087362.766266,AMME,2014-07-16T14:52:05Z,2015-08-18T10:37:25Z,TRUE,Elizabeth Urbanski,2015-03-12T14:54:45Z,TRUE,Alison Ainsworth,2015-08-18T10:37:21Z,Modified transect end to 150m because of proximity to road and visible mowed lawn.,Transect end at 150m
20140717085806-705547511.577606,AMME,2014-07-17T08:59:21Z,2015-08-18T10:44:47Z,TRUE,Elizabeth Urbanski,2015-03-12T15:21:38Z,TRUE,Alison Ainsworth,2015-08-18T10:44:45Z,"Some dense thickets of Hibiscus. 150m is below a large CASEQU treefall (with highly disturbed soil). Took an extra photo for perspective. Original end @ 260m, actual end @ 230m",Transect end at 230m
20140717101603-322717666.625977,AMME,2014-07-17T10:17:18Z,2015-08-18T10:48:39Z,TRUE,Elizabeth Urbanski,2015-03-12T15:57:34Z,TRUE,Alison Ainsworth,2015-08-18T10:48:37Z,"Transect original end is 330m, actual transect end at 310m.",Transect end at 310m
20140717120452-404864609.241486,AMME,2014-07-17T12:05:23Z,2015-08-18T10:52:23Z,TRUE,Elizabeth Urbanski,2015-03-12T16:09:54Z,TRUE,Alison Ainsworth,2015-08-18T10:52:18Z,Juno not functioning therefore no Juno points taken. End post (same as 5Bstart) may be difficult to relocate. No metal post used inside of PVC. Post in very dense ACRAUR vegetation. Moved the start into the forest ~10m away from the road and open grass area.,Transect end at 140m
20140717122844-989428222.179413,AMME,2014-07-17T12:29:25Z,2015-08-18T10:54:57Z,TRUE,Elizabeth Urbanski,2015-03-12T16:23:27Z,TRUE,Alison Ainsworth,2015-08-18T10:54:52Z,"Ended at 250m to avoid highway and maintained lawn. Start post (also end of 5A) may be difficult to find in future. Very tall/dense ACRAUR vegetation. Juno not functioning, no Juno points. No elevation recorded on the datasheet",Transect end at 250m
20140717125203-314812541.007996,AMME,2014-07-17T12:52:37Z,2015-08-18T10:20:45Z,TRUE,Elizabeth Urbanski,2015-03-16T09:22:24Z,TRUE,Alison Ainsworth,2015-08-18T10:11:51Z,"Transect 6A 150m is the same point as transect 6B 0m, each have a different azimuth.",Transect end at 150m
20140717132305-714927077.293396,AMME,2014-07-17T13:24:01Z,2015-08-19T08:49:14Z,TRUE,Elizabeth Urbanski,2015-03-16T09:22:12Z,TRUE,Alison Ainsworth,2015-08-18T10:33:27Z,We modified the end point to be 190m because of proximity to tennis courts.,Start time reflects starting TR6A. Transect End at 190m.
20140811135827-14017641.544342,HALE,2014-08-11T13:58:56Z,2015-03-24T11:56:04Z,TRUE,Meagan Selvig,2014-09-09T12:08:43Z,TRUE,Alison Ainsworth,2015-03-03T11:34:41Z,"No photos from 2012/3 sampling. Transect read backwards from what was proposed in protocol. Azimuth from protocol, but in GIS appears to be more like 280.",no photos
20140811144333-677947700.023651,HALE,2014-08-11T14:44:06Z,2015-03-03T10:16:02Z,TRUE,Meagan Selvig,2014-09-09T12:35:17Z,TRUE,Alison Ainsworth,2015-03-03T10:15:58Z,"Pig presence, lots of ASTMEN damage and scat.  Akohekohe activity.  CYAHOR just mauka of junction with no fruit. Transect azimuth from protocol. Transect bends between 400 and 600 use photo coordinates to navigate.",
20140812080129-579518616.199493,HALE,2014-08-12T08:01:58Z,2015-03-03T10:40:29Z,TRUE,Meagan Selvig,2014-09-09T12:18:29Z,TRUE,Alison Ainsworth,2015-03-03T10:40:25Z,"Coordinates of Transect Orgin were taken from the photo point 0m. Azimuth from protocol, on legacy transct. Transect starts ~121m N of proposed and bends between 400 and 800m. Use GIS photo point coordinates to navigate.",
20150323085410-862619340.419769,HAVO,2015-03-23T09:00:32Z,2016-04-12T14:42:36Z,TRUE,Shea Uehana,2015-06-04T13:00:58Z,TRUE,Alison Ainsworth,2016-04-07T15:01:49Z,"At 540-560m there is a large inflated hill. Hill provided many obstacles such as earth cracks and lava tube. At 840-860m, there was a hole towards beginning of section at the top of the hill. At 980-1000m, there were Australian tree ferns (SPHCOO). Two individuals were reproductive and there were numerous seedlings. A point was taken of largest mature individual and information passed on to RM.",This plot took two days to complete. The start time inputted was the start of field day day one and end time was the end of field day two. This time includes transit time. Total time working on plot for both days combined was 8.5 hours.
20150323123456-807941019.535065,HAVO,2015-03-23T12:35:12Z,2016-04-07T15:14:33Z,TRUE,Shea Uehana,2015-12-30T08:36:51Z,TRUE,Alison Ainsworth,2016-04-07T15:13:47Z,No elevation entered.,Read transect backwards. Start and end times taken from 0m and 1000m photo time stamps.  Hiking time not included.
20150513154911-919377088.546753,HAVO,2015-05-13T15:49:48Z,2016-04-20T16:10:19Z,TRUE,Shea Uehana,2015-12-30T09:02:41Z,TRUE,Alison Ainsworth,2016-04-06T14:02:44Z,*There was a large crack covered by uluhe between 820m and 840m. We flagged the closest tree with blue and red flagging (alternating). We diverted around the crack. (Be Careful!) **Between 840m and 880m we had to divert around a large hill with volcanic walls. Afterwards we ajusted our bearing to 160 degrees towards the Endpoint. [*UTM of Crack Location ETR2 Crack X:267602 Y:2144259],Read transect backwards. Put in new permanent post at 200 m mark.
20150514100501-279342055.32074,HAVO,2015-05-14T10:06:11Z,2016-03-22T14:05:34Z,TRUE,Shea Uehana,2016-01-19T14:15:40Z,TRUE,Alison Ainsworth,2016-03-22T14:05:30Z,,
20150618081302-705547511.577606,HAVO,2015-06-18T08:24:28Z,2016-04-12T14:22:32Z,TRUE,Shea Uehana,2016-02-02T09:10:47Z,TRUE,Alison Ainsworth,2016-04-07T08:30:15Z,The 800m point is actually @ 820m. Couldn't tell which segment the duplication took place at because markings were gone from most of the tape installed in 2010. 2010 origin X272694 Y2141464 +/-3m. The Exit was easiest by going south to the fence (approx. 200m) which was no longer maintained in 2015. Approximately 1/2 of this transect was uluhe. A machete was necessary and budget at least 1.5 days to complete. Azimuth adjustments were necessary due to dense uluhe. Transect azimuth is 137deg except for a few sections (540 - 600m 147deg; 660-800m 153deg; 800 - 1000m 156deg). 700-1000m of transect in Luhi (2003) burned area.,"Total time worked in transect: 8.7 hrs.There were several issues associated with this transect. First, the azimuth was changed several times during the 2010 sampling. The azimuths for the transect were as follows: 0-20 m: 102 degrees, 20-80 m: 137 degrees, 80-100 m: 116 degrees. 100-540 m: 137 degrees, 540-600 m: 147 degrees, 600-660 m: 137 degrees, 660-800 m: 153 degrees, 800-1020: 156 degrees. Second, during the 2010 sampling, the crew recorded two 780-800 segments, resulting in the transect being 1020 meters long. These changes are noted in the segments. The number in parentheses in the segment note corresponds to what was written on the flagging at each segment end."
