Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Quad,Status,Top,Base,Base_Ht,Distance,Height,Method,DBH,Life_Form,Nativity,Scientific_Name,Code,Comments,Certified,Verified
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,28,FALSE,3,Live,90,-44,0,10.5,14.07,Clinometer,22.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,3,Live,150,15,1.4,6.8,10.580000000000002,Clinometer,26,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,4,Live,128,11,2,6.6,9.722000000000001,Clinometer,13.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,2,Live,88,-12,2,8.2,10.2,Clinometer,19,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,1,Live,100,12,2,6.9,8.072000000000001,Clinometer,9.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,4,Live,140,-13,0,10,15.3,Clinometer,20.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,2,Live,128,-9,0,8,10.96,Clinometer,24.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,1,Live,115,17,1.4,14.5,15.61,Clinometer,25.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,4,Live,90,-31,0.5,9.4,11.874,Clinometer,19.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,3,Live,108,-14,0,9.2,11.224,Clinometer,13.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,3,Live,89,-23,0,9.2,10.304,Clinometer,15.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,1,Live,34,2,1,7.5,3.4,Clinometer,24.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,2,Live,54,0,0,5.3,2.862,Clinometer,10.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,4,Live,-4,-25,2,8,3.6799999999999997,Clinometer,11.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,1,Live,12,-1,1,9.1,2.183,Clinometer,5.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,3,Live,65,22,1,7.2,4.096,Clinometer,8.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,2,Live,100,-44,0,8,11.52,Clinometer,23.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,1,Live,100,2,0,11.4,11.172,Clinometer,21,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,3,Live,92,-42,0,7,9.38,Clinometer,25.9,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles +23.5,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,1,Live,75,-35,1,7,8.700000000000001,Clinometer,20.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,2,Live,110,-30,1,7,10.8,Clinometer,34.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,1,Live,47,-20,0,12.2,8.174,Clinometer,11.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,2,Live,105,-60,0,6.7,11.055000000000001,Clinometer,23,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,15,FALSE,3,Live,110,1,0,10.8,11.772000000000002,Clinometer,20.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,15,FALSE,1,Live,86,-14,0,12.4,12.4,Clinometer,26.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,15,FALSE,2,Live,90,1,0,11.2,9.967999999999998,Clinometer,19.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,15,FALSE,4,Live,114,4,0,11,12.1,Clinometer,18.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,2,Live,80,-12,0,8.5,7.82,Clinometer,23.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,1,Live,110,-5,0,7.7,8.855,Clinometer,16.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,4,Live,84,5,0,10,7.9,Clinometer,37.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,3,Live,120,-10,0,9,11.7,Clinometer,16.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,42,FALSE,2,Live,105,10,0,10,9.5,Clinometer,32.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,42,FALSE,4,Live,35,-30,0,6,3.9,Clinometer,23.5,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles: 11+12.5,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,42,FALSE,3,Live,52,-17,0,9,6.21,Clinometer,57.2,Tree,Native,Metrosideros polymorpha,METPOL1,4 boles: 16.2+13.4+13.1+14.5,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,10,FALSE,3,Live,50,2,0,19.7,9.456,Clinometer,22.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,3,FALSE,4,Live,142,-5,0,12,17.64,Clinometer,24.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,3,FALSE,3,Live,129,8,0,15,18.15,Clinometer,22.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,3,FALSE,2,Live,145,0,0,12,17.4,Clinometer,28,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,10,FALSE,2,Live,63,-13,1,13.7,11.411999999999999,Clinometer,107,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,10,FALSE,4,Live,55,-5,0,12,7.199999999999999,Clinometer,14,Tree,Native,Metrosideros polymorpha,METPOL1,two boles; 12 and 14,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,4,FALSE,3,Live,108,-2,1.4,8.5,10.750000000000002,Clinometer,21.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,4,FALSE,2,Live,89,-5,1.4,6.3,7.321999999999999,Clinometer,13.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,4,FALSE,4,Live,88,-2,1.4,12,12.2,Clinometer,16.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,4,FALSE,1,Live,120,-5,1.4,8.25,11.7125,Clinometer,17.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,1,Live,78,-12,0,15.4,13.86,Clinometer,29.8,Tree,Native,Metrosideros polymorpha,METPOL1,Q1-19,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,4,Live,89,-7,0,12.5,12,Clinometer,29.4,Tree,Native,Metrosideros polymorpha,METPOL1,Q4-8,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,41,FALSE,2,Live,120,-3,1.4,12,16.16,Clinometer,27.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,13,FALSE,4,Live,84,5,1.9,22,19.279999999999998,Clinometer,70,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,13,FALSE,4,Live,41,-45,0,5.7,4.902,Clinometer,4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,13,FALSE,4,Live,61,-19,0,4.5,3.5999999999999996,Clinometer,4.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,41,FALSE,4,Live,144,-13,0,10,15.700000000000001,Clinometer,30,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,41,FALSE,1,Live,125,-8,0,11.4,15.162,Clinometer,33.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,4,Dead,148,-8,0,9.9,15.444,Clinometer,78,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,2,Dead,45,-70,0,2.7,3.1050000000000004,Clinometer,9.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,1,Dead,20,0,1,17.8,4.5600000000000005,Clinometer,26,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,3,Dead,90,10,1,7.4,6.920000000000001,Clinometer,31.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,34,FALSE,3,Live,120,-8,0,12,15.36,Clinometer,120,Tree,Native,Metrosideros polymorpha,METPOL1,Linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,34,FALSE,4,Live,98,10,1.4,15.5,15.25,Clinometer,50,Tree,Native,Metrosideros polymorpha,METPOL1,"many epiphytes, linear estimate for DBH",TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,34,FALSE,2,Live,85,-8,1.4,14,14.420000000000002,Clinometer,37,Tree,Native,Metrosideros polymorpha,METPOL1,3 boles total. 22 and 15 additional DBH,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,36,FALSE,2,Live,40,-7,0,18,8.459999999999999,Clinometer,22.2,Tree,Native,Metrosideros polymorpha,METPOL1,3 additional boles,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,36,FALSE,4,Live,84,1,0,20,16.6,Clinometer,48.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,36,FALSE,4,Live,76,12,0,29,18.56,Clinometer,30.9,Tree,Native,Metrosideros polymorpha,METPOL1,3 additional boles,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,36,FALSE,2,Live,58,-5,0,15.5,9.765,Clinometer,30,Tree,Native,Metrosideros polymorpha,METPOL1,1 additional bole,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,46,FALSE,2,Live,86,-15,0,17.8,17.978,Clinometer,57,Tree,Native,Metrosideros polymorpha,METPOL1,LE,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,46,FALSE,3,Live,62,-6,1,29,20.72,Clinometer,42.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,6,FALSE,3,Live,74,-5,0,15.5,12.245,Clinometer,25.2,Tree,Native,Metrosideros polymorpha,METPOL1,Q3-3,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,40,FALSE,4,Live,120,-20,0,9,12.6,Clinometer,24.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,40,FALSE,3,Live,130,6,0,17,21.080000000000002,Clinometer,133,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,40,FALSE,2,Live,140,-25,0,6,9.9,Clinometer,22,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,54,FALSE,2,Live,84,-6,0,13,11.700000000000001,Clinometer,23.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,54,FALSE,4,Live,65,-7,1.2,16.5,13.08,Clinometer,14.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,54,FALSE,2,Live,87,8,1.4,13.7,12.222999999999999,Clinometer,20.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,54,FALSE,1,Live,82,3,1.4,12,10.88,Clinometer,16.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,56,FALSE,1,Live,110,-10,0,13,15.600000000000001,Clinometer,17,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,56,FALSE,1,Live,70,-15,0,17.2,14.62,Clinometer,16.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,56,FALSE,1,Live,95,-10,0,17.5,18.375,Clinometer,35.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,5,FALSE,4,Live,67,-25,0,16,14.72,Clinometer,24.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,5,FALSE,3,Live,51,-10,0,19.1,11.651,Clinometer,13,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,5,FALSE,4,Live,64,-20,0,16.3,13.692,Clinometer,19.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,58,FALSE,4,Live,116,-6,1,13,16.86,Clinometer,56.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,3,Live,91,-21,0,10.6,11.872,Clinometer,11.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,2,Live,90,-24,0,7,7.98,Clinometer,10.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,1,Live,112,-5,0,10.3,12.051,Clinometer,24.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,35,FALSE,3,Live,85,-24,0,22.3,24.307000000000002,Clinometer,66,Tree,Native,Metrosideros polymorpha,METPOL1,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,35,FALSE,3,Live,118,-24,0,13.2,18.744,Clinometer,54,Tree,Native,Metrosideros polymorpha,METPOL1,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,38,FALSE,3,Live,82,6,1.4,11.4,10.064,Clinometer,12.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,2,Live,82,-18,0,17.5,17.5,Clinometer,34.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,1,Live,132,-23,0,9.3,14.415000000000003,Clinometer,22.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,3,Live,90,-3,0,17.6,16.368000000000002,Clinometer,32.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,4,Live,122,1,0,16.4,19.843999999999998,Clinometer,31.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,6,FALSE,3,Live,134,4,2,13.7,19.81,Clinometer,30.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,6,FALSE,2,Live,102,-3,2,14.1,16.805,Clinometer,25.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,38,FALSE,1,Live,94,-15,0,8.9,9.701,Clinometer,13,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,,Live,,,,20,21.6,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,avg from three surveyors from different locations,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,,Live,95,-9,0,15,15.6,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,avg from three surveyors,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,,Live,64,-17,0,14,11.340000000000002,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,avg from three surveyors,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,,Live,140,-10,0,16.5,24.75,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,,Live,112,-8,0,16,19.2,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,,Dead,118,-3,1,15,19.15,Clinometer,70,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,,Dead,110,-4,2,18,22.52,Clinometer,57,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,,Live,96,-7,1,10.8,12.124,Clinometer,15.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,,Live,86,2,2,15.4,14.936,Clinometer,18.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,,Live,50,-7,1.5,15.5,8.834999999999999,Clinometer,12.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,,Dead,75,-16,2.4,17.5,18.325,Clinometer,34.9,Tree,Native,Metrosideros polymorpha,METPOL1,snag,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,,Live,95,5,1.7,22.4,21.859999999999996,Clinometer,37,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,24,FALSE,,Live,71,-12,0,14,11.620000000000001,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,24,FALSE,,Live,96,-4,0,15.1,15.1,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,"Math incorrect on original data sheet, top and bottom % averaged",TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,7,FALSE,,Dead,110,-14,0,14.7,18.227999999999998,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,snag,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,7,FALSE,,Live,76,-16,0,13.1,12.052,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,24,FALSE,,Live,108,-11,0,18,21.419999999999998,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,6,FALSE,1,Live,,,,,16.5,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,Q1 emergent,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,2,FALSE,,Live,88,-24,0,13,14.56,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,,Live,78,-11,0,10.5,9.344999999999999,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,16,FALSE,,Live,105,-26,0,16.5,21.615000000000002,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,16,FALSE,,Live,145,-16,0,15.4,24.794,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,2,FALSE,,Live,88,-24,0,13,14.56,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,same as #1 Metpol - visual observation,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,2,FALSE,,Live,76,-19,0,14,13.3,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,,Dead,108,-21,0,16,20.64,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,snag,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,,Live,56,-20,0,17,12.920000000000002,Clinometer,,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,18,FALSE,2,Dead,120,-26,1,5.7,9.322000000000001,Clinometer,43.2,Tree,Native,Metrosideros polymorpha,METPOL1,vigor 5 snag,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,18,FALSE,1,Live,135,-1,3,14.7,22.991999999999997,Clinometer,47,Tree,Native,Metrosideros polymorpha,METPOL1,vigor 3,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,10,FALSE,2,Live,90,-13,1,8.4,9.652000000000001,Clinometer,14.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
