Unit_Code,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,Azimuth_Plot,QA_Plot,Start_Lat,Start_Long,Center_Lat,Center_Long,End_Lat,End_Long,GCS,Lat_Dir,Long_Dir,Certified,Verified
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,1,106,FALSE,19.48957,-155.411775,19.4895,-155.411546,19.489449,-155.411307,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,1,106,FALSE,19.48957,-155.411775,19.4895,-155.411546,19.489449,-155.411307,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,3,161,FALSE,19.513444,-155.403881,19.513238,-155.403783,19.513022,-155.403703,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,3,161,FALSE,19.513444,-155.403881,19.513238,-155.403783,19.513022,-155.403703,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,3,161,FALSE,19.513444,-155.403881,19.513238,-155.403783,19.513022,-155.403703,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,4,352,FALSE,19.326708,-155.55211,19.326726,-155.55211,19.326951,-155.552167,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,4,352,FALSE,19.326708,-155.55211,19.326726,-155.55211,19.326951,-155.552167,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,4,352,FALSE,19.326708,-155.55211,19.326726,-155.55211,19.326951,-155.552167,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,5,144,FALSE,19.275445,-155.58332,19.275445,-155.58332,19.275295,-155.583155,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,5,144,FALSE,19.275445,-155.58332,19.275445,-155.58332,19.275295,-155.583155,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,5,144,FALSE,19.275445,-155.58332,19.275445,-155.58332,19.275295,-155.583155,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,6,100,FALSE,19.31404,-155.57448,19.313982,-155.574267,19.313965,-155.573994,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,6,100,FALSE,19.31404,-155.57448,19.313982,-155.574267,19.313965,-155.573994,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,6,100,FALSE,19.31404,-155.57448,19.313982,-155.574267,19.313965,-155.573994,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,8,58,FALSE,19.308426,-155.560192,19.308532,-155.560017,19.308657,-155.559815,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,8,58,FALSE,19.308426,-155.560192,19.308532,-155.560017,19.308657,-155.559815,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,8,58,FALSE,19.308426,-155.560192,19.308532,-155.560017,19.308657,-155.559815,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,9,232,FALSE,19.338487,-155.5519,19.338332,-155.554375,19.338196,-155.554548,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,9,232,FALSE,19.338487,-155.5519,19.338332,-155.554375,19.338196,-155.554548,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,9,232,FALSE,19.338487,-155.5519,19.338332,-155.554375,19.338196,-155.554548,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,10,140,FALSE,19.310912,-155.545744,19.310692,-155.54558,19.310583,-155.545416,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,10,140,FALSE,19.310912,-155.545744,19.310692,-155.54558,19.310583,-155.545416,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,10,140,FALSE,19.310912,-155.545744,19.310692,-155.54558,19.310583,-155.545416,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,1,352,FALSE,19.255247,-155.591913,19.255497,-155.591922,19.255607,-155.591962,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,1,352,FALSE,19.255247,-155.591913,19.255497,-155.591922,19.255607,-155.591962,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,1,352,FALSE,19.255247,-155.591913,19.255497,-155.591922,19.255607,-155.591962,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,11,148,FALSE,19.342608,-155.55417,19.342415,-155.554048,19.34221,-155.553968,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,11,148,FALSE,19.342608,-155.55417,19.342415,-155.554048,19.34221,-155.553968,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,11,148,FALSE,19.342608,-155.55417,19.342415,-155.554048,19.34221,-155.553968,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,13,123,FALSE,19.2633,-155.635598,19.263168,-155.635352,19.263048,-155.63521,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,13,123,FALSE,19.2633,-155.635598,19.263168,-155.635352,19.263048,-155.63521,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,13,123,FALSE,19.2633,-155.635598,19.263168,-155.635352,19.263048,-155.63521,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,14,201,FALSE,19.244731,-155.709027,19.24454,-155.709109,19.244322,-155.709191,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,14,201,FALSE,19.244731,-155.709027,19.24454,-155.709109,19.244322,-155.709191,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,14,201,FALSE,19.244731,-155.709027,19.24454,-155.709109,19.244322,-155.709191,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,15,154,FALSE,19.406232,-155.742297,19.406023,-155.742169,19.405636,-155.742067,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,15,154,FALSE,19.406232,-155.742297,19.406023,-155.742169,19.405636,-155.742067,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,15,154,FALSE,19.406232,-155.742297,19.406023,-155.742169,19.405636,-155.742067,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,16,287,FALSE,19.484878,-155.406706,19.484929,-155.406926,19.484998,-155.407175,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,17,16,FALSE,19.5192,-155.412481,19.519408,-155.412399,19.519617,-155.412335,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,3,137,FALSE,19.243383,-155.606063,19.243186,-155.605898,19.243025,-155.605781,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,3,137,FALSE,19.243383,-155.606063,19.243186,-155.605898,19.243025,-155.605781,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,3,137,FALSE,19.243383,-155.606063,19.243186,-155.605898,19.243025,-155.605781,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,4,96,FALSE,19.269239,-155.578429,19.269234,-155.578211,19.269228,-155.577982,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,4,96,FALSE,19.269239,-155.578429,19.269234,-155.578211,19.269228,-155.577982,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,4,96,FALSE,19.269239,-155.578429,19.269234,-155.578211,19.269228,-155.577982,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,20,117,FALSE,19.298054,-155.556045,19.297966,-155.555882,19.297869,-155.555672,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,5,232,FALSE,19.28139,-155.563318,19.2812,-155.563565,19.281096,-155.563694,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,5,232,FALSE,19.28139,-155.563318,19.2812,-155.563565,19.281096,-155.563694,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,5,232,FALSE,19.28139,-155.563318,19.2812,-155.563565,19.281096,-155.563694,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,21,217,FALSE,19.296118,-155.574228,19.295927,-155.574358,19.295789,-155.574556,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,8,87,FALSE,19.12588,-155.68077,19.125873,-155.680563,19.125876,-155.680308,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,8,87,FALSE,19.12588,-155.68077,19.125873,-155.680563,19.125876,-155.680308,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,8,87,FALSE,19.12588,-155.68077,19.125873,-155.680563,19.125876,-155.680308,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,9,354,FALSE,19.112999,-155.680047,19.113206,-155.680079,19.11344,-155.68012,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,9,354,FALSE,19.112999,-155.680047,19.113206,-155.680079,19.11344,-155.68012,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,9,354,FALSE,19.112999,-155.680047,19.113206,-155.680079,19.11344,-155.68012,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,10,207,FALSE,19.143501,-155.683769,19.143283,-155.683889,19.143083,-155.684,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,10,207,FALSE,19.143501,-155.683769,19.143283,-155.683889,19.143083,-155.684,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,10,207,FALSE,19.143501,-155.683769,19.143283,-155.683889,19.143083,-155.684,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,22,74,FALSE,19.302323,-155.560715,19.302389,-155.560507,19.302455,-155.560289,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,23,66,FALSE,19.270436,-155.621286,19.270538,-155.621069,19.27064,-155.620861,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,24,210,FALSE,19.267038,-155.600589,19.266856,-155.60069,19.266665,-155.60082,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,11,250,FALSE,19.12231,-155.679959,19.122261,-155.680206,19.122203,-155.680452,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,11,250,FALSE,19.12231,-155.679959,19.122261,-155.680206,19.122203,-155.680452,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,11,250,FALSE,19.12231,-155.679959,19.122261,-155.680206,19.122203,-155.680452,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,12,296,FALSE,19.104157,-155.678907,19.104248,-155.679155,19.104332,-155.679328,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,12,296,FALSE,19.104157,-155.678907,19.104248,-155.679155,19.104332,-155.679328,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,12,296,FALSE,19.104157,-155.678907,19.104248,-155.679155,19.104332,-155.679328,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,25,29,FALSE,19.329005,-155.527228,19.329205,-155.527164,19.329395,-155.52711,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,13,352,FALSE,19.123772,-155.681265,19.124006,-155.681298,19.124195,-155.681339,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,13,352,FALSE,19.123772,-155.681265,19.124006,-155.681298,19.124195,-155.681339,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,13,352,FALSE,19.123772,-155.681265,19.124006,-155.681298,19.124195,-155.681339,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,14,212,FALSE,19.108058,-155.679395,19.107872,-155.67949,19.10766,-155.679628,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,14,212,FALSE,19.108058,-155.679395,19.107872,-155.67949,19.10766,-155.679628,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,14,212,FALSE,19.108058,-155.679395,19.107872,-155.67949,19.10766,-155.679628,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,15,359,FALSE,19.132715,-155.682265,19.132932,-155.682225,19.133166,-155.682291,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,15,359,FALSE,19.132715,-155.682265,19.132932,-155.682225,19.133166,-155.682291,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,15,359,FALSE,19.132715,-155.682265,19.132932,-155.682225,19.133166,-155.682291,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,26,164,FALSE,19.349573,-155.554649,19.349357,-155.55458,19.349159,-155.554529,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,27,250,FALSE,19.265553,-155.638647,19.265478,-155.638883,19.265411,-155.639101,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,28,328,FALSE,19.243034,-155.654819,19.243231,-155.654927,19.243427,-155.655054,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,29,300,FALSE,19.234901,-155.711252,19.235024,-155.711482,19.235111,-155.711692,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,2,114,FALSE,19.467363,-155.428671,19.467253,-155.428455,19.467197,-155.428221,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,2,114,FALSE,19.467363,-155.428671,19.467253,-155.428455,19.467197,-155.428221,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,2,114,FALSE,19.467363,-155.428671,19.467253,-155.428455,19.467197,-155.428221,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,7,57,FALSE,19.310222,-155.565347,19.310355,-155.565155,19.310489,-155.56498,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,7,57,FALSE,19.310222,-155.565347,19.310355,-155.565155,19.310489,-155.56498,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,7,57,FALSE,19.310222,-155.565347,19.310355,-155.565155,19.310489,-155.56498,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Fixed,12,154,FALSE,19.242736,-155.65355,19.242584,-155.653446,19.242351,-155.653316,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Fixed,12,154,FALSE,19.242736,-155.65355,19.242584,-155.653446,19.242351,-155.653316,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Fixed,12,154,FALSE,19.242736,-155.65355,19.242584,-155.653446,19.242351,-155.653316,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,18,137,FALSE,19.490375,-155.391951,19.490205,-155.391786,19.490053,-155.391651,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,19,256,FALSE,19.331767,-155.550662,19.331728,-155.55089,19.33167,-155.551136,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,16,20,FALSE,19.265489,-155.579921,19.26568,-155.5798,19.26588,-155.579689,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,17,108,FALSE,19.245188,-155.60418,19.245127,-155.604027,19.245057,-155.603883,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,19,8,FALSE,19.240212,-155.608047,19.240013,-155.608034,19.239878,-155.608032,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,20,293,FALSE,19.244698,-155.608812,19.244804,-155.608966,19.24491,-155.609129,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,21,310,FALSE,19.192359,-155.661628,19.1925,-155.661839,19.192633,-155.66205,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,22,5,FALSE,19.105504,-155.678178,19.10574,-155.678144,19.105966,-155.678109,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,24,38,FALSE,19.119821,-155.684042,19.120013,-155.683903,19.120196,-155.683763,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,26,354,FALSE,19.139646,-155.686225,19.13988,-155.686238,19.140106,-155.686251,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,27,100,FALSE,19.134521,-155.685952,19.134488,-155.685723,19.134447,-155.685485,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,28,131,FALSE,19.09719,-155.675584,19.097057,-155.675401,19.096924,-155.675228,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,29,233,FALSE,19.1171,-155.683647,19.11698,-155.683844,19.116851,-155.684042,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,30,352,FALSE,19.121603,-155.67706,19.121792,-155.677082,19.121981,-155.677104,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,2,341,FALSE,19.251472,-155.600358,19.251598,-155.60049,19.251841,-155.600548,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,2,341,FALSE,19.251472,-155.600358,19.251598,-155.60049,19.251841,-155.600548,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,2,341,FALSE,19.251472,-155.600358,19.251598,-155.60049,19.251841,-155.600548,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,6,102,FALSE,19.193578,-155.660465,19.193427,-155.660235,19.193439,-155.66001,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,6,102,FALSE,19.193578,-155.660465,19.193427,-155.660235,19.193439,-155.66001,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,6,102,FALSE,19.193578,-155.660465,19.193427,-155.660235,19.193439,-155.66001,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,18,134,FALSE,19.191057,-155.664192,19.190897,-155.664037,19.190737,-155.663873,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,23,19,FALSE,19.096541,-155.671128,19.096731,-155.671084,19.096912,-155.671039,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Fixed,7,37,FALSE,19.150709,-155.684408,19.150908,-155.684212,19.151082,-155.684082,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Fixed,7,37,FALSE,19.150709,-155.684408,19.150908,-155.684212,19.151082,-155.684082,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Fixed,7,37,FALSE,19.150709,-155.684408,19.150908,-155.684212,19.151082,-155.684082,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2011,1,Rotational,25,81,FALSE,19.142492,-155.686689,19.142523,-155.686461,19.142544,-155.686224,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2011,1,Rotational,30,244,FALSE,19.394528,-155.739778,19.394408,-155.740004,19.394305,-155.740212,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,1,144,FALSE,19.678971,-156.030243,19.678878,-156.030169,19.678823,-156.030121,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,1,144,FALSE,19.678971,-156.030243,19.678878,-156.030169,19.678823,-156.030121,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,1,144,FALSE,19.678971,-156.030243,19.678878,-156.030169,19.678823,-156.030121,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,2,254,FALSE,19.680285,-156.031985,19.680462,-156.032025,19.68046,-156.032003,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,2,254,FALSE,19.680285,-156.031985,19.680462,-156.032025,19.68046,-156.032003,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,2,254,FALSE,19.680285,-156.031985,19.680462,-156.032025,19.68046,-156.032003,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,3,330,FALSE,19.688365,-156.03483,19.688441,-156.034864,19.688533,-156.034893,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,3,330,FALSE,19.688365,-156.03483,19.688441,-156.034864,19.688533,-156.034893,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,3,330,FALSE,19.688365,-156.03483,19.688441,-156.034864,19.688533,-156.034893,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,4,358,FALSE,19.678718,-156.029666,19.678794,-156.029679,19.678897,-156.029666,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,4,358,FALSE,19.678718,-156.029666,19.678794,-156.029679,19.678897,-156.029666,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,4,358,FALSE,19.678718,-156.029666,19.678794,-156.029679,19.678897,-156.029666,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,5,165,FALSE,19.673481,-156.025909,19.673429,-156.025876,19.673306,-156.02586,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,5,165,FALSE,19.673481,-156.025909,19.673429,-156.025876,19.673306,-156.02586,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,5,165,FALSE,19.673481,-156.025909,19.673429,-156.025876,19.673306,-156.02586,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,6,126,FALSE,19.68517,-156.033289,19.685129,-156.033226,19.685074,-156.03316,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,6,126,FALSE,19.68517,-156.033289,19.685129,-156.033226,19.685074,-156.03316,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,6,126,FALSE,19.68517,-156.033289,19.685129,-156.033226,19.685074,-156.03316,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,7,192,FALSE,19.684165,-156.033264,19.684072,-156.033308,19.683989,-156.033337,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,7,192,FALSE,19.684165,-156.033264,19.684072,-156.033308,19.683989,-156.033337,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,7,192,FALSE,19.684165,-156.033264,19.684072,-156.033308,19.683989,-156.033337,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,8,154,FALSE,19.672989,-156.025831,19.672967,-156.025819,19.672922,-156.025778,World Geodetic System 1984,North,West,TRUE,TRUE
