Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Sample_Area,LF_Sm_Woody,DBH,Status,Length,Rooting,Count,Life_Form,Nativity,Scientific_Name,Code,Comments,Certified,Verified
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,8,FALSE,Quad 4,Small Tree,5<10,Live,,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,45,FALSE,Quad 4,Small Tree,1<5,Live,,R1,5,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,20,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,16,FALSE,Quad 4,Small Tree,1<5,Live,,R1,11,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2013,1,Rotational,16,FALSE,Quad 4,Small Tree,5<10,Live,,R1,4,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,3,FALSE,Transect 3,Seedling,<1,Live,L1,R2,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,37,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,31,FALSE,Transect 3,Seedling,<1,Live,L1,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,15,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,35,FALSE,Quad 4,Small Tree,1<5,Live,,R1,5,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,10,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,45,FALSE,Quad 4,Small Tree,5<10,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,44,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,10,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,36,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,43,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,15,FALSE,Quad 4,Small Tree,5<10,Live,,R1,5,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,34,FALSE,Quad 4,Small Tree,5<10,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,31,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,13,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,13,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,37,FALSE,Quad 4,Small Tree,5<10,Live,,R1,4,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,39,FALSE,Quad 4,Small Tree,1<5,Live,,R1,4,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,44,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,43,FALSE,Quad 4,Small Tree,5<10,Live,,R1,4,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,3,FALSE,Quad 4,Small Tree,5<10,Live,,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,3,FALSE,Quad 4,Small Tree,1<5,Live,,R1,2,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,35,FALSE,Quad 4,Small Tree,5<10,Live,,R1,6,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,34,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Native,Fagraea berteroana,FAGBER1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Shrub,,Live,L3,R1,2,Vine,Native,Stenogyne kamehamehae,STEKAM,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Shrub,,Live,L1,R2,1,Vine,Native,Stenogyne kamehamehae,STEKAM,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,21,FALSE,Transect 3,Shrub,,Live,L3,R1,1,Vine,Native,Stenogyne kamehamehae,STEKAM,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Shrub,,Live,L2,R1,3,Vine,Native,Stenogyne kamehamehae,STEKAM,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,Transect 3,Seedling,<1,Live,L1,R1,2,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,Quad 4,Small Tree,1<5,Live,,R1,11,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,13,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,Transect 3,Seedling,<1,Live,L2,R1,3,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Glochidion marianum,GLOMAR,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,8,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Tree,Native,Premna serratifolia,PRESER,opp. Whorled leaves,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,9,FALSE,Transect 3,Seedling,<1,Live,L1,R1,2,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,9,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,9,FALSE,Quad 4,Small Tree,1<5,Live,,R1,3,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,10,FALSE,Quad 4,Small Tree,5<10,Live,,R1,2,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,9,FALSE,Transect 3,Seedling,<1,Live,L2,R1,2,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,17,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,9,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,10,FALSE,Quad 4,Small Tree,5<10,Live,,R1,5,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,8,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,17,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,9,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,8,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Native,Premna serratifolia,PRESER,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,16,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Tree,Native,Coprosma pubens,COPPUB,,TRUE,TRUE
HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,5,FALSE,Transect 3,Shrub,,Live,L1,,1,Shrub,Non-Native,Lythrum maritimum,LYTMAR,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Transect 3,Seedling,<1,Live,L1,R4,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R2,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,Transect 3,Seedling,<1,Live,L2,R1,8,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L3,R2,4,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L2,R2,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Transect 3,Seedling,<1,Live,L3,R1,18,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Quad 4,Small Tree,1<5,Live,,R2,6,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L3,R3,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R2,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L3,R1,38,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,32,FALSE,Quad 4,Small Tree,1<5,Live,,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L3,R1,41,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Transect 3,Seedling,<1,Live,L1,R2,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L3,R3,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R1,17,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,Quad 4,Small Tree,5<10,Live,,R1,22,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R1,43,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R2,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Quad 4,Small Tree,1<5,Live,,R5,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,13,FALSE,Transect 3,Seedling,<1,Live,L2,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L3,R2,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Seedling,<1,Live,L3,R5,15,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,5,FALSE,Transect 3,Seedling,<1,Live,L3,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L2,R1,26,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Quad 4,Small Tree,5<10,Live,,R3,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Quad 4,Small Tree,5<10,Live,,R2,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Quad 4,Small Tree,5<10,Live,,R1,30,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,Transect 3,Seedling,<1,Live,L3,R1,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L1,R2,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L1,R3,12,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Transect 3,Seedling,<1,Live,L3,R3,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L1,R1,13,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L2,R4,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,Quad 4,Small Tree,1<5,Live,,R3,9,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,13,FALSE,Transect 3,Seedling,<1,Live,L1,R1,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Seedling,<1,Live,L2,R1,58,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L2,R4,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L3,R3,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R3,4,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L1,R1,41,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Quad 4,Small Tree,1<5,Live,,R3,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,Quad 4,Small Tree,1<5,Live,,R1,231,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Transect 3,Seedling,<1,Live,L1,R1,14,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,18,FALSE,Transect 3,Seedling,<1,Live,L2,R2,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Quad 4,Small Tree,1<5,Live,,R1,80,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Quad 4,Small Tree,5<10,Live,,R4,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R4,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Quad 4,Small Tree,1<5,Live,,R2,5,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,Transect 3,Seedling,<1,Live,L3,R2,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Seedling,<1,Live,L2,R3,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Tree,1<5,Live,,R3,5,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Tree,1<5,Live,,R1,56,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Seedling,<1,Live,L1,R2,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Quad 4,Small Tree,1<5,Live,,R1,46,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,Transect 3,Seedling,<1,Live,L3,R3,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L2,R3,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,Transect 3,Seedling,<1,Live,L1,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,Transect 3,Seedling,<1,Live,L3,R1,6,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,32,FALSE,Quad 4,Small Tree,5<10,Live,,R1,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L3,R1,36,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,Transect 3,Seedling,<1,Live,L1,R2,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Transect 3,Seedling,<1,Live,L1,R3,3,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,Transect 3,Seedling,<1,Live,L1,R3,2,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L1,R1,15,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,13,FALSE,Transect 3,Seedling,<1,Live,L2,R2,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,25,FALSE,Quad 4,Small Tree,5<10,Live,,R1,24,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,Transect 3,Seedling,<1,Live,L2,R2,1,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,Transect 3,Seedling,<1,Live,L2,R1,22,Tree,Non-Native,Psidium cattleianum,PSICAT,,TRUE,TRUE
